"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"AC","N/D","SCS1A","Deputy Head of Programme - Sel","Delivery","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Delivery","01925 802001","enquiries@nda.gov.uk","O","232235","1","120000","124999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AC","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person30"
"AM","N/D","SCS1A","Head of Nuclear Assurance","Delivery","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Delivery","01925 802001","enquiries@nda.gov.uk","M","394485","1","100000","104999","","Finance","","","http://reference.data.gov.uk/id/public-body/nda/post/AM","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person40"
"A","Fountain","SCS4","Chief Executive","Chief Executive Office","Department of Energy and Climate Change","Nuclear Decommissioning Authority","CEO","01925 802001","enquiries@nda.gov.uk","XX","943573","1","365000","369999","","","","","http://reference.data.gov.uk/id/public-body/nda/post/A","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person2"
"AE","N/D","SCS1A","Lead Contract Manager","Commercial","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","AA","257140","1","70000","74999","","Law","","","http://reference.data.gov.uk/id/public-body/nda/post/AE","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person32"
"Z","N/D","SCS2","Head of Design","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","H","0","1","75000","79999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/Z","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person27"
"AU","N/D","SCS1A","Post Closure Safety Manager","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","V","80000","1","65000","69999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/nda/post/AU","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person48"
"BB","N/D","SCS1A","Head of Site Characterisation","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","C","0","1","75000","79999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/BB","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person55"
"G","N/D","SCS3","Managing Director","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","A","475433","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/G","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person8"
"AY","N/D","SCS1A","Head of Competitions","Commercial","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","D","0","1","115000","119999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AY","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person52"
"AS","N/D","SCS1A","Head of Assurance","Delivery","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Delivery","01925 802001","enquiries@nda.gov.uk","U","192408","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AS","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person46"
"AV","N/D","SCS1A","Head of Disp Sys Specification","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","C","181134","0.8","50000","54999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AV","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person49"
"BA","N/D","SCS1A","Head of Revenue & Services","Commercial","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","D","214334","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/BA","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person54"
"L","Batters","SCS3","Chief Financial Officer","Finance","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Delivery","01925 802001","enquiries@nda.gov.uk","A","565099","1","175000","179999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/nda/post/L","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person13"
"U","N/D","SCS2","Head of Operational Performance","Delivery","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Delivery","01925 802001","enquiries@nda.gov.uk","M","373115","1","110000","114999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/U","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person22"
"AD","N/D","SCS1A","Repository Del. Project Mgr","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","J","0","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AD","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person31"
"AL","N/D","SCS1A","Head of Fuel Cycle","Strategy","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","E","109758","1","85000","89999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AL","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person39"
"X","N/D","SCS2","Chief Scientific Advisor","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","G","0","1","65000","69999","","Finance","","","http://reference.data.gov.uk/id/public-body/nda/post/X","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person25"
"O","N/D","SCS2","Head of Programme","Delivery","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Delivery","01925 802001","enquiries@nda.gov.uk","M","240521","1","115000","119999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/O","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person16"
"W","N/D","SCS2","Head of Design","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","H","313047","0.6","45000","49999","","Finance","","","http://reference.data.gov.uk/id/public-body/nda/post/W","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person24"
"H","N/D","SCS3","Engineering Director","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","A","424834","1","100000","104999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/H","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person9"
"AT","N/D","SCS1A","Head of Stakeholder Eng & Comm","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","I","191748","1","65000","69999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/nda/post/AT","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person47"
"AQ","N/D","SCS1A","Head of Non NDA Liabilities Ov","Delivery","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Delivery","01925 802001","enquiries@nda.gov.uk","U","0","1","100000","104999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AQ","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person44"
"S","N/D","SCS2","Head of Financial Planning","Finance","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Finance","01925 802001","enquiries@nda.gov.uk","L","215274","1","100000","104999","","Finance","","","http://reference.data.gov.uk/id/public-body/nda/post/S","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person20"
"C","N/D","SCS3","Science Director","Business Planning","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","A","158326","1","85000","89999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/C","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person4"
"AX","N/D","SCS1A","Lead Contract Manager","Commercial","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Business Planning","01925 802001","enquiries@nda.gov.uk","AA","199614","0.8","55000","59999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nda/post/AX","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person51"
"AP","N/D","SCS1A","Lead Finance Manager","Finance","Department of Energy and Climate Change","Nuclear Decommissioning Authority","Finance","01925 802001","enquiries@nda.gov.uk","R","56635","1","70000","74999","","Communications","","","http://reference.data.gov.uk/id/public-body/nda/post/AP","/data/nda/2011-09-30/2011.12.01---Tranparency-Exercise-(uploaded-version).xls","person43"
