"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"NCSL-1001","Stephen Munby","SCS3","Chief Executive Officer","Responsible for setting the vision and strategic direction of the College and to focus on key strategic and policy issues.","Department for Education","National College for Leadership of Schools and Children's Services","Chief Executives Office","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1000","100000","1","140000","144999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1001","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person3"
"NCSL-1015","","SCS1","Operational Director E-Learning","The Operational Director of e-Learning (and membership services) is a key role in the College, working with other Directors to develop and lead the strategic implementation of membership, e-learning and member facing information systems and services. This role plays a pivotal part in the overall vision for the National College and is a part of the College�s leadership group. The role includes acting as the College�s Membership Secretary. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Continuous Leadership Learning","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1005","790041","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1015","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person19"
"NCSL-1017","","SCS1","Operational Director HR & Organisational Development","To lead the HR team to deliver on the People Strategy across the College covering 4 main areas: Pay and Reward; Learning and Development; Resourcing and Employee Engagement. Also to lead on wider organisational development and employment issues. Responsible for day to day delivery of vision, values and culture of National College. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Corporate Services","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1004","333457","1","75000","79999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1017","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person11"
"NCSL-1016","","SCS1","Operational Director Finance & Corporate Planning","To lead the Finance team to deliver 4 key goals: Rigour and Control re financial policies and procedures; Business Partnering to ensure delivery on financial commitments; Value adding planning, delivering the best planning processes that ensure that the College uses its resources in the most cost effective way to deliver on its goals; develop a strong Finance team. Also responsible for contributing to corporate planning and plans to deliver strategic objectives. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Corporate Services","","","NCSL-1004","475121","","N/D","N/D","","","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1016","",""
"NCSL-1018","","SCS1","Operational Director Marketing and Communications","Lead the development of the National College�s marketing and communications strategies, ensuring that the needs of leaders are satisfied, the brand is consistent, our reputation maximized and key messages are communicated and targeted clearly and effectively using appropriate communication channels and delivering value for money. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","School Leadership Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1003","569184","1","75000","79999","","Communications","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1018","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person16"
"NCSL-1021","","SCS1","Operational Director Commercial Management","To lead the Commercial Management team to deliver the procurement strategy and vision for the National College ensuing that the College achieves value for money through ensuring the best and most appropriate procurement or commissioning in line with the National College�s strategic objectives and corporate strategy. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Corporate Services","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1004","336770","1","65000","69999","","Procurement","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1021","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person12"
"NCSL-1022","","SCS1","Operational Director Children's Services","To provide leadership, through strategic planning and setting and managing the operational direction of the College�s newly extended remit to design, develop and deliver leadership development programmes and initiatives, and in addition the development and maintenance of a set of �national standards� for leadership of children�s services for serving directors of children�s services and those aspiring to the role. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Directorate for Children Services","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1002","140438","1","65000","69999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1022","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person21"
"NCSL-1010","","SCS1","Operational Director City Challenge","To provide strategic leadership for the National College on all issues relating to leadership strategies within the city challenge areas; advise on school leadership and develop appropriate initiatives, programmes and provision as demand determines. To act in a corporate leadership role for the College, ensuring that the overall gaols are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","School Leadership Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1003","399530","1","90000","94999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1010","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person14"
"NCSL-1011","","SCS1","Operational Director Extended & Integrated Leadership","To provide strategic and operational leadership for the College in the areas of Children�s Services, Extended and Integrated Leadership and Early Years Leadership. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Directorate for Children Services","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1002","359176","1","85000","89999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1011","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person20"
"NCSL-1014","","SCS1","Operational Director Policy and Research Programmes","To provide strategic and operational direction and leadership of the College�s policy, research, political engagement and knowledge management activity, working internally and externally to ensure that the College has the evidence, knowledge, and influence it needs to be effective in its plans and work. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Policy, Research & Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1006","571473","1","80000","84999","","Operational Research","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1014","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person22"
"NCSL-1013","","SCS1","Operational Director Strategic Initiatives","To provide strategic leadership for the National College�s contribution to System Leadership, School Improvement and a range of specific initiatives, programmes and provision to ensure that the College meets its objectives. Specifically within the Primary Sector. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","School Leadership Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1003","505693","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1013","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person15"
"NCSL-1012","","SCS1","Operational Director Regions Stakeholders & Networks","To provide strategic operational direction and leadership for the National College�s Regional Strategy the networks that pertain to this strategy, the National College�s 14 � 19 work and a range of national projects related to core priorities. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Policy, Research & Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1006","608982","1","85000","89999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1012","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person23"
