"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"YPLA-4","Peter Lauener","SCS3","Chief Executive.","The Chief Executive is the Accounting Officer for the YPLA's budget and provides overall direction and leadership for the YPLA to maximise delivery against objectives set by Ministers in the YPLA's remit. He chairs the Executive Management Board and is a member of the statutory Board of the YPLA.","Department for Education","Young People's Learning Agency","Chief Executive Office","0845 3372000","enquiries@ypla.gov.uk","XX","385692","1","140000","144999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-4","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person5"
"YPLA-14","N/D","SCS1","Director (Region + Policy Area)","To lead 16-19 delivery arrangements in a specified geographical area and support local authorities' leadership role in securing a good range of learning opportunities for young people.","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-2","747428","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-14","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person15"
"YPLA-6","Vacant","SCS1","Director of Learner Support.","To manage delivery of Learner Support programmes for both adults and young people as part of a shared service for the Skills Funding Agency and YPLA - ensuring that the right monies are paid to learners who need and are entitled to them - via operations that are effective and efficient and provide value for money.","Department for Education","Young People's Learning Agency","Finance, Funding and Corporate Services","N/A","enquiries@ypla.gov.uk","YPLA-32","776860","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-6","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person7"
"YPLA-12","N/D","SCS1","Director (Region + Policy Area)","To lead 16-19 delivery arrangements in a specified geographical area and support local authorities' leadership role in securing a good range of learning opportunities for young people.","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-32","1122714","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-12","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person13"
"YPLA-31","N/D","SCS1","Director of Academies Funding & Grant Calcs (Temp).","To lead delivery of the YPLAs responsibilities to act on behalf of the Secretary of State for Children, Schools and Families in supporting and challenging Academies so they fulfil their mission of school improvement and raising standards for young people.","Department for Education","Young People's Learning Agency","Academies","0845 3372000","enquiries@ypla.gov.uk","YPLA-2","713092","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-31","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person32"
"YPLA-7","N/D","SCS1","Director of Finance.","To lead the Finance function within the YPLA - developing and implementing financial processes and policies - to support the achievement of YPLA targets. To act as head of profession - developing and improving financial management.","Department for Education","Young People's Learning Agency","Finance, Funding and Corporate Services","0845 3372000","enquiries@ypla.gov.uk","YPLA-21","2590717","1","N/D","N/D","","Finance","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-7","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person8"
"YPLA-27","N/D","SCS1","Projects Director.","To lead on the delivery of a range of complex and high profile projects as required.","Department for Education","Young People's Learning Agency","Finance, Funding and Corporate Services","0845 3372000","enquiries@ypla.gov.uk","YPLA-32","0","0.5","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-27","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person28"
"YPLA-3","N/D","SCS1","Director of Business Performance and Communications","To measure and report YPLA business performance - to establish sound systems for risk management and to develop effective corporate communications.","Department for Education","Young People's Learning Agency","Business Performance and Communications","0845 3372000","enquiries@ypla.gov.uk","YPLA-4","695009","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-3","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person4"
"YPLA-28","N/D","SCS1","Projects Director.","To lead on the delivery of a range of complex and high profile projects as required.","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-21","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-28","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person29"
"YPLA-26","N/D","SCS1","Director (Region + Policy Area)","To lead 16-19 delivery arrangements in a specified geographical area and support local authorities' leadership role in securing a good range of learning opportunities for young people.","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-32","948814","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-26","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person27"
"YPLA-17","N/D","SCS1","Director (Region + Policy Area)","To lead 16-19 delivery arrangements in a specified geographical area and support local authorities' leadership role in securing a good range of learning opportunities for young people.","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-2","1077730","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-17","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person18"
"YPLA-19","N/D","SCS1","Director (Region + Policy Area)","To lead 16-19 delivery arrangements in a specified geographical area and support local authorities' leadership role in securing a good range of learning opportunities for young people. Act as an ambassador for the YPLA in the region.","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-32","966641","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-19","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person20"
"YPLA-32","Sue Baldwin","SCS2","Strategic Director for Young People","Responsible for overall programme management for the Young Peoples Programme, including management of the programmes for Learners with LDD and Young Offenders and for ESF","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-4","0","1","90000","94999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-32","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person33"
"YPLA-30","N/D","SCS1","Director (Region + Policy Area)","To lead 16-19 delivery arrangements in a specified geographical area and support local authorities' leadership role in securing a good range of learning opportunities for young people.","Department for Education","Young People's Learning Agency","Strategy and Implementation","0845 3372000","enquiries@ypla.gov.uk","YPLA-32","2772878","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/young-peoples-learning-agency/post/YPLA-30","/data/ypla/2011-09-30/30-Sep-2011-YPLA-Upload.xls","person31"
