"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"CDD011","N/D","SCS1","Deputy Director - Workplace Transformation","'DH Estates Strategy.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD012","0","0.5","N/D","N/D","","Property and asset management","","","http://reference.data.gov.uk/id/department/dh/post/CDD011","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person34"
"I002","N/D","SCS1","Financial and Impact Anayst and Adviser","'Responsible for financial economic impact analysis for Policy and Investment decisions.'","Department of Health","Department of Health","Informatics Directorate","020 7210 4850","N/D","I001","0","1","N/D","N/D","","Finance","","","http://reference.data.gov.uk/id/department/dh/post/I002","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person84"
"PSF010","Richard Murray","SCS2","Director Financial Planning & Allocation and Chief Analyst","'Spending review for DH, NHS and Personal Social Services. DH lead link with HM Treasury. NHS resource allocation; forward financial planning; and Chief Analyst and Chief Economist.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","PSF001","1053048","1","90000","94999","","Economics","","","http://reference.data.gov.uk/id/department/dh/post/PSF010","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person229"
"RDD006","N/D","SCS1","Deputy Director - Head of Research Faculty","'Responsible for - Developing the NIHR Faculty of research staff associated with the NHS - Training and research career development programmes and initiatives - Research Design Service -Flexibility & Sustainability Funding.'","Department of Health","Department of Health","Research & Development Directorate","020 7210 4850","N/D","RDD002","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/RDD006","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person292"
"WFD023","Martin Barkley","SCS2","Transition Lead for Education and Training Provider Development","'Lead role in mobilising the healthcare provider community to design the new arrangements for workforce planning and education and training.'","Department of Health","Department of Health","Workforce Directorate","020 7210 4850","N/D","WFD002","0","0.2","145000","149999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/WFD023","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person346"
"CDD014","N/D","SCS1","Deputy Director of Information Services Delivery & Commercial Management","'Responsible for - Supplier engagement & Management; System commissioning; Operations/Infrastructure management; Commercial and contract management; Service/Release & Change management; Applications support & maintenance; Database administration; User support; Delphi/Web content management'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD012","1844565","1","N/D","N/D","","Information Technology","","","http://reference.data.gov.uk/id/department/dh/post/CDD014","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person37"
"MD019","N/D","SCS1","Deputy Director - Industry","'Responsible for the Government's relationship with the pharmaceutical and medical technology industries including sponsorship of those industries. Responsible for the Division's Business Unit which covers parliamentary briefing and correspondence.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","MD016","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD019","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person217"
"PSF028","N/D","SCS1","Deputy Director Head of ALB Transition Programme and EU & Cross Border Health and EU Competition Policy","'Responsible for ALB Transition Programme managing change to some ALBs and abolition of others. Overseas treatment in EU & outside Europe Implementation of the EU Cross-Border Healthcare Directive Impact of EU competition law on NHS.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","PSF026","802801","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/PSF028","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person245"
"SCLGCP010","N/D","SCS1","Deputy Regional Director for Social Care and Local Partnerships - East of England","'Responsible for: Leadership for the delivery of Social Care in the region.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP008","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/SCLGCP010","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person309"
"WFD016","N/D","SCS1","Deputy Director - Staff Experience & Employee Relations","'Increasing the quality of care for patients by improving the staff experience as per the NHS Constitution.'","Department of Health","Department of Health","Workforce Directorate","020 7210 4850","N/D","WFD012","583672","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/WFD016","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person341"
"CNO001","Christine Beasley","SCS3","Chief Nursing Officer","'Responsible for Professional Leadership and health professions / Modernising nursing careers; strategy and implementation / Transforming Community Services - joint with Commissioning & System Reform / Child health policy and strategy / Implementation of Maternity Matters / Healthcare Associated Infection (HCAI) / Delivering same sex accommodation.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","N/D","NHSCEO01","721993","0.5","140000","144999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/CNO001","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person4"
"HIP024","N/D","SCS1","Deputy Director - Nutrition Science and Delivery","'Responsible for: Policy, briefing and science'","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","N/D","HIP026","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/HIP024","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person73"
"CD026","N/D","SCS1","Clinical Engagement Director","Responsible for: Clinical Engagement","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","0","0.7","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/CD026","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person112"
"FPO017","Alan Hall","SCS2","Director of Performance","'Responsible for NHS Planning and priorities including the NHS Operating Framework NHS Performance including targets and outcomes and the unsustainable provider regime Picture Archiving and Communications System (PACS). Interface and negotiation with the NHS on emerging priority areas which require a co-ordinated response.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO001","824221","0.8","155000","159999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/FPO017","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person162"
"PSF021","N/D","SCS1","Deputy Director Strategy Group and Senior Strategy Adviser","'Responsible for leading Strategic Projects.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","PSF010","537338","0.8","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/PSF021","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person238"
"SCLGCP019","Bruce Calderwood","SCS2","Director of Mental Health and Learning Disabilities","'Providing leadership and strategic direction for mental health & disability policy including offender mental health, secure services and migrant health.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP001","798422","0.8","95000","99999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/SCLGCP019","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person318"
"SCLGCP017","N/D","SCS1","Deputy Regional Director for Social Care and Local Partnerships - East Midlands","'Responsible for: Leadership for the delivery of Social Care in the region.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP008","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/SCLGCP017","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person316"
"CDD009","N/D","SCS1","Deputy Director - Corporate Programme Office","'Oversight of corporate change/ improvement programmes - Programme and Project Management Strategy & Centre of Expertise - DH Sustainable Development & Climate Change Strategy - DH Business Continuity.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD007","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/CDD009","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person32"
"HIP029","N/D","SCS1","Deputy Director - Obesity Team","'Responsible for: Obesity Policy.'","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","N/D","HIP026","364032","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/HIP029","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person78"
"SCLGCP013","N/D","SCS1","Deputy Regional Director for Social Care and Local Partnerships - West Midlands","'Responsible for: Leadership for the delivery of Social Care in the region.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP008","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/SCLGCP013","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person312"
"CDD018","N/D","SCS1","Deputy Director - HR Business Partnering & Development","'Responsible for: Business Consulting L&D Consulting HR Systems & Information Talent Development Leadership Development Skills Development HR Projects (inc NPW Project).'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","774900","1","N/D","N/D","","Human Resources","","","http://reference.data.gov.uk/id/department/dh/post/CDD018","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person41"
"IMP005","N/D","SCS1","Deputy Director - Head of Service Reconfiguration & - Head of Urgent and Emergency Care","Responsible for Single Number for Urgent Care  111 NHS Direct and Reconfiguration policy Urgent & Emergency Care policy.'","Department of Health","Department of Health","National Director for Improvement & Efficiency","020 7210 4850","N/D","IMP002","647106","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/IMP005","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person143"
"FPO003","N/D","SCS2","Directorate Operating Office","'Strategic development of effective links across all components of the NHS Leadership of the operational arm of NHS FPO including corporate accountability supporting Operations Board develop and maintain work plan across Business Planning quality assurance.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO001","476580","1","","","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/FPO003","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person151"
"FPO029","N/D","SCS1","Deputy Director Commercial Medicines Unit","'Responsible for Commercial Medicines Unit.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","FPO023","2770790","1","N/D","N/D","","Procurement","","","http://reference.data.gov.uk/id/department/dh/post/FPO029","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person174"
"MD020","N/D","SCS1","Deputy Director - Clinical & Cost Effectiveness","'Responsible for policy relating to prescribing issues, the Cancer Drugs Fund and sponsorship of the National Institute for Health and Clinical Excellence.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","MD016","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD020","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person218"
"MD038","N/D","SCS1","Deputy Director - Special Projects Advisor","'Advisor on CPS' special projects.'","Department of Health","Department of Health","NHS Medical Directorate","020 7210 4850","N/D","MD030","0","0.6","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD038","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person206"
"WFD015","N/D","SCS1","Deputy Director - NHS Pay & Pensions Services","Modernisation of NHS Pension and Pay arrangements.'","Department of Health","Department of Health","Workforce Directorate","020 7210 4850","N/D","WFD012","801050","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/WFD015","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person340"
"CDD001","Flora Goldhill","SCS3","Chief Operating Officer and DG for CDD","'Responsible for: delivering the Department's internal operational functions and transition for the Department.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","PSO001","531219","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/CDD001","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person24"
"CDD006","N/D","SCS1","Principal Private Secretary to the Secretary of State","'Responsible for: Direct Pr/Off support to the Secretary Of State; Management of Secretary of State's Private Office; Liaison between Secretary of State/Ministerial Team and No. 10/HMT/Cabinet Office; Management and support for Special Advisers (Media & Policy); Management of all ministerial Private Offices; Management of Parliamentary Relations Unit; Lead on Health Orals and Stakeholder Forum.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD005","1667640","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/CDD006","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person29"
"CDD012","Robert Edmondson-Jones","SCS2","Director of Information Services","'Provision of Corporate ICT and Information Services; Head of Profession for IT across DH IS and ALBs; Operational leadership and direction of DH IS and ALBs; Setting the strategic direction and policy for ICT and Information Services; Cross Government liaison and overall supplier governance'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","N/D","CDD001","0","1","105000","109999","","Information Technology","","","http://reference.data.gov.uk/id/department/dh/post/CDD012","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person35"
"HIP017","N/D","SCS1","Head of Analysis - Health Protection & Acting Head of OR","'Responsible for: Health Protection Analytical Team Head of Operational Research.'","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","N/D","HIP014","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/HIP017","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person66"
"HIP021","N/D","SCS1","Deputy Director - Emergency Preparedness","'Deputy Director for Emergency Preparedness. 'Responsible for: Cross Government and Business Management.'","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","N/D","HIP022","330920","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/HIP021","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person70"
"HIP028","N/D","SCS1","Deputy Director - Health & Wellbeing","'Responsible for: Health and Work Nutrition Physical Activity Children and Young People'","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","N/D","HIP026","353242","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/HIP028","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person77"
"CD021","N/D","SCS1","Programme Director - Military and Prison/Offender Health","Responsible for:  developing the commissioning / business cycle for the NHS CB and direct commissioning arrangements for military health offender health cross border care and continuing care","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/CD021","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person107"
"CD032","N/D","SCS1","DOPs Lead","Responsible for: NHS CB DOPs Function","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","0.6","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/CD032","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person118"
"MD016","Giles Denham","SCS2","Director - Medicines - Pharmacy & Industry Group","'Overall responsibility for: policy relating to medicines, including pricing, supply, clinical and cost effectiveness; sponsorship of the pharmaceutical and medical technology industries; pharmacy; prescription charges.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","MD001","773320","1","115000","119999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD016","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person214"
"MD040","N/D","SCS1","National Clinical Director for Diagnostic Imaging","'National clinical directors and advisors, are experts that each oversee the implementation of a national service framework (NSF) or major clinical or service strategy. They act as advocates for the NSFs or strategy within the NHS and other services, and represent the NHS and other services in the Department of Health.'","Department of Health","Department of Health","NHS Medical Directorate","020 7210 4850","N/D","MD001","0","0.4","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD040","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person208"
"RDD002","Russell Hamilton","SCS2","Director of Research & Development","Provide leadership to: - create an effective and efficient research system in the NHS and social care that supports world-class research focused on the needs of patients and the public - commission reliable and relevant research to support decision-making about health and social care by patients, professionals and policy makers - support DHs wider roles across Government particularly in relation to the key contribution that health research makes to improving national health and increasing national wealth.'","Department of Health","Department of Health","Research & Development Directorate","020 7210 4850","N/D","CMO001","1326460","1","130000","134999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/RDD002","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person289"
"HIP004","N/D","SCS1","Deputy Director - Operational Delivery Team","'Responsible for: Operational Delivery Team.'","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","N/D","HIP001","412450","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/HIP004","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person53"
"CD002","Ben Dyson","SCS2","Director Policy Commissioning & Primary Care","'Responsible for coordinating policy on primary care and development of GP Commissioning.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","514955","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/CD002","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person88"
"CD010","N/D","SCS1","Deputy Director - Commissioning Support","'Responsible for: Commissioning Support Strategy.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD002","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/CD010","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person96"
"FPO021","N/D","SCS1","Deputy Director of Knowledge & Intelligence","'Responsible for providing analysis to support NHS performance collecting & monitoring NHS plans analysing & publishing data & producing performance reports modelling analysing NHS demand activity behaviours.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO017","1292245","1","N/D","N/D","","Knowledge and Information Management (KIM)","","","http://reference.data.gov.uk/id/department/dh/post/FPO021","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person166"
"MD010","N/D","SCS1","National Clinical Director for COPD","'National clinical directors and advisors, are experts that each oversee the implementation of a national service framework (NSF) or major clinical or service strategy. They act as advocates for the NSFs or strategy within the NHS and other services, and represent the NHS and other services in the Department of Health.'","Department of Health","Department of Health","NHS Medical Directorate","020 7210 4850","N/D","MD001","0","0.3","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD010","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person186"
"WFD012","Nic Greenfield","SCS2","Director - Employee Relations","'Responsible for NHS Pay and Pensions; Employee Relations; Staff Engagement; embedding the NHS Constitution; reducing sickness absence and providing robust data and analytical services across Workforce.'","Department of Health","Department of Health","Workforce Directorate","020 7210 4850","N/D","WFD001","119904","1","130000","134999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/WFD012","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person338"
"HIP033","N/D","SCS1","Deputy Director - EPRR and Operational Policy","Responsible: EPRR and Operational Policy","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","N/D","HIP022","343337","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/HIP033","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person82"
"PR009","Matthew Kershaw","SCS2","Director of Provider Delivery","Responsible for: Delivery the FT Pipeline and the establishment of the NHS Trust Development Authority.'","Department of Health","Department of Health","Managing Director for Provider Development","020 7210 4850","N/D","PR001","472458","1","","","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/PR009","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person127"
"FPO013","N/D","SCS1","Deputy Director - NHS Finance Payment by Results","'Responsible for Calculation of national PbR tariff Reference Cost collection.'","Department of Health","Department of Health","NHS Finance Performance & Operations Directorate","020 7210 4850","N/D","FPO010","810270","0.8","N/D","N/D","","Finance","","","http://reference.data.gov.uk/id/department/dh/post/FPO013","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person160"
"MD017","N/D","SCS1","Deputy Director - Prescriptions - Pricing & Supply","'Responsible for policy on medicines pricing, including the pharmaceutical price regulation scheme, value based pricing, medicines supply and prescription charges.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","MD016","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD017","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person215"
"PSF029","N/D","SCS1","Deputy Director Head of CQC Policy Legislation & Sponsorship","'Responsible for Business & policy sponsorship for CQC Implementation of WP & ALB report in relation to CQC Extending scope of registration DH sponsor for Mid-Staffs Inquiry.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","N/D","PSF026","816108","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/PSF029","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person246"
"RDD008","N/D","SCS1","Deputy Director - Head of Research Finance & Programmes","'Responsible for -NIHR Research Programmes -DH Policy Research Programme -R&D finance -Systematic Reviews Infrastructure.'","Department of Health","Department of Health","Research & Development Directorate","020 7210 4850","N/D","RDD002","569076","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/RDD008","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person294"
"CDD016","Vacant","SCS2","Director - Human Resources","'Responsible for: Departmental HR Strategy and policies All aspects of employment Learning & Development HR aspects of Business Management System Overseeing ALB HR governance and assurance Implementation of Next Generation HR'","Department of Health","Department of Health","Corporate Development Directorate","N/A","N/D","CDD001","N/D","1","0","0","","Human Resources","","","http://reference.data.gov.uk/id/department/dh/post/CDD016","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person39"
"MD006","Dr Martin Lombard","SCS2","National Clinical Director for Liver Disease","'National clinical directors and advisors, are experts that each oversee the implementation of a national service framework (NSF) or major clinical or service strategy. They act as advocates for the NSFs or strategy within the NHS and other services, and represent the NHS and other services in the Department of Health.'","Department of Health","Department of Health","NHS Medical Directorate","020 7210 4850","N/D","MD001","0","0.4","110000","114999","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD006","/data/dh/2011-09-30/Government-staff-and-salary-data---Working---05.12.11.xls","person182"
