"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"Deleted","N/D","SCS1","Deputy Director, Debt and Reserve Management","[u'Responsible for HR and Corporate Change Management', u'Responsible for Fiscal Group, OBR design issues', u'Responsible for Debt and Reserves Management.', u'Responsible for the Economics Group', u'Responsible for Ministerial Support', u'Responsible for Policy on Income Tax, National Insurance, Residence and Domicile, Inheritance Tax and Charity Tax', u'Responsible for Savings and Investments', u'Responsible for Global Economics', u'Responsible for Finance Professionalism', u""Responsible for implementing the Treasury's internal change programme, enabling the department to improve its performance while meeting its 2010 Spending Review settlement."", u'Responsible for Communications Strategy', u'Responsible for EMB and Secretariat']","HM Treasury","HM Treasury","Finance Professionalism","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19573","0","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/Deleted","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person106"
"Deleted","N/D","SCS1","Deputy Director, Debt and Reserve Management","[u'Responsible for HR and Corporate Change Management', u'Responsible for Fiscal Group, OBR design issues', u'Responsible for Debt and Reserves Management.', u'Responsible for the Economics Group', u'Responsible for Ministerial Support', u'Responsible for Policy on Income Tax, National Insurance, Residence and Domicile, Inheritance Tax and Charity Tax', u'Responsible for Savings and Investments', u'Responsible for Global Economics', u'Responsible for Finance Professionalism', u""Responsible for implementing the Treasury's internal change programme, enabling the department to improve its performance while meeting its 2010 Spending Review settlement."", u'Responsible for Communications Strategy', u'Responsible for EMB and Secretariat']","HM Treasury","HM Treasury","Finance Professionalism","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19573","0","1","0","0","","Communications","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/Deleted","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person100"
"Deleted","N/D","SCS1","Deputy Director, Debt and Reserve Management","[u'Responsible for HR and Corporate Change Management', u'Responsible for Fiscal Group, OBR design issues', u'Responsible for Debt and Reserves Management.', u'Responsible for the Economics Group', u'Responsible for Ministerial Support', u'Responsible for Policy on Income Tax, National Insurance, Residence and Domicile, Inheritance Tax and Charity Tax', u'Responsible for Savings and Investments', u'Responsible for Global Economics', u'Responsible for Finance Professionalism', u""Responsible for implementing the Treasury's internal change programme, enabling the department to improve its performance while meeting its 2010 Spending Review settlement."", u'Responsible for Communications Strategy', u'Responsible for EMB and Secretariat']","HM Treasury","HM Treasury","Finance Professionalism","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19573","0","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/Deleted","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person102"
"Deleted","N/D","SCS1","Deputy Director, Debt and Reserve Management","[u'Responsible for HR and Corporate Change Management', u'Responsible for Fiscal Group, OBR design issues', u'Responsible for Debt and Reserves Management.', u'Responsible for the Economics Group', u'Responsible for Ministerial Support', u'Responsible for Policy on Income Tax, National Insurance, Residence and Domicile, Inheritance Tax and Charity Tax', u'Responsible for Savings and Investments', u'Responsible for Global Economics', u'Responsible for Finance Professionalism', u""Responsible for implementing the Treasury's internal change programme, enabling the department to improve its performance while meeting its 2010 Spending Review settlement."", u'Responsible for Communications Strategy', u'Responsible for EMB and Secretariat']","HM Treasury","HM Treasury","Finance Professionalism","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19573","0","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/Deleted","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person104"
"Deleted","N/D","SCS1","Deputy Director, Debt and Reserve Management","[u'Responsible for HR and Corporate Change Management', u'Responsible for Fiscal Group, OBR design issues', u'Responsible for Debt and Reserves Management.', u'Responsible for the Economics Group', u'Responsible for Ministerial Support', u'Responsible for Policy on Income Tax, National Insurance, Residence and Domicile, Inheritance Tax and Charity Tax', u'Responsible for Savings and Investments', u'Responsible for Global Economics', u'Responsible for Finance Professionalism', u""Responsible for implementing the Treasury's internal change programme, enabling the department to improve its performance while meeting its 2010 Spending Review settlement."", u'Responsible for Communications Strategy', u'Responsible for EMB and Secretariat']","HM Treasury","HM Treasury","Finance Professionalism","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19573","0","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/Deleted","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person109"
"Deleted","N/D","SCS1","Deputy Director, Debt and Reserve Management","[u'Responsible for HR and Corporate Change Management', u'Responsible for Fiscal Group, OBR design issues', u'Responsible for Debt and Reserves Management.', u'Responsible for the Economics Group', u'Responsible for Ministerial Support', u'Responsible for Policy on Income Tax, National Insurance, Residence and Domicile, Inheritance Tax and Charity Tax', u'Responsible for Savings and Investments', u'Responsible for Global Economics', u'Responsible for Finance Professionalism', u""Responsible for implementing the Treasury's internal change programme, enabling the department to improve its performance while meeting its 2010 Spending Review settlement."", u'Responsible for Communications Strategy', u'Responsible for EMB and Secretariat']","HM Treasury","HM Treasury","Finance Professionalism","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19573","0","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/Deleted","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person99"
"19618","Peter Schofield","SCS2","Director, Enterprise & Growth Unit (EGU)","Responsible for Expenditure and Policy on Growth-Related Services and Business","HM Treasury","HM Treasury","Enterprise & Growth","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19614","0","1","110000","114999","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19618","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person23"
"19820","N/D","SCS1","Deputy Director, Chief Operating Officer","Chief Operating Officer","HM Treasury","HM Treasury","Infrastructure UK (IUK)","020 7270 5760","public.enquiries@hm-treasury.gov.uk","20744","0","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19820","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person93"
"14311","N/D","SCS1","Deputy Director, Devolved Countries Unit","Responsible for oversight of Devolved Administrations expenditure","HM Treasury","HM Treasury","Devolved Countries","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","302675","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/14311","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person72"
"11026","N/D","SCS1","Deputy Director, Health","Responsible for oversight of health","HM Treasury","HM Treasury","Health","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","355084","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/11026","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person58"
"11170","N/D","SCS1","Deputy Director, Treasury officer of Accounts","Responsible for Treasury Officer of Accounts","HM Treasury","HM Treasury","Treasury Officer of Accounts","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19617","457064","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/11170","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person61"
"10699","N/D","SCS1","Deputy Director, European Union Finances","Responsible for European Union Finances","HM Treasury","HM Treasury","European Union Finances","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19576","518967","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10699","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person45"
"19573","Nicholas Joicey","SCS2","Director International Finance","Responsible for International Finance","HM Treasury","HM Treasury","International & EU","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19575","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19573","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person17"
"19809","Tamara Finkelstein","SCS2","Director, Public Services","Responsible for Oversight of Major Public Service Expenditure","HM Treasury","HM Treasury","Public Services","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19614","0","0.9","75000","79999","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19809","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person25"
"16929","N/D","SCS1","Deputy Director, Financial Stability and Contingency Planning","Responsible for Financial Stability and Contingency Planning","HM Treasury","HM Treasury","Financial Stability / Contingency Planning","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19591","636828","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/16929","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person78"
"19787","Dave Ramsden","SCS3","Director General and Chief Economic Adviser to the Treasury","Responsible for economic and fiscal policy advice, analysis and surveillance. As head of Government Economic service leadership of the economic profession across government, working closely with other heads of profession, in particular for social research.","HM Treasury","HM Treasury","Economics","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19678","0","1","110000","114999","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19787","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person8"
"10737","N/D","SCS1","Deputy Director, Insurance and Savings Team","Responsible for policy on insurance, financial capability, corporate governance and remuneration.","HM Treasury","HM Treasury","Insurance and Risk","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19564","509615","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10737","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person47"
"10256","Julian Kelly","SCS2","Group Director, Finance and Commercial","Responsible for Estates, IT, Management of Domestic Budget, Accounts and Commercial Activities","HM Treasury","HM Treasury","Corporate Centre","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19678","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10256","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person9"
"20724","Alison Cottrell","SCS2","Director of Corporate Services","Responsible for HR and Corporate Change Management","HM Treasury","HM Treasury","Corporate Centre","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19678","0","0.5","40000","44999","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/20724","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person28"
"10528","N/D","SCS1","Deputy Director, Exchequer Funds and Accounts","Responsible Exchequer Funds and Accounts","HM Treasury","HM Treasury","Exchequer Funds and Accounts","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19806","746889","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10528","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person40"
"18769","N/D","SCS1","Deputy Director, Fiscal Policy and Statistics","Responsible for Fiscal Policy and Statistics","HM Treasury","HM Treasury","Fiscal Statistics and Policy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19806","547459","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/18769","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person83"
"11198","N/D","SCS1","Deputy Director, Workforce, Pay and Pensions","Responsible for Workforce, Pay and Pensions","HM Treasury","HM Treasury","Workforce Pay and Pensions Team","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19596","803202","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/11198","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person62"
"13071","N/D","SCS1","Deputy Director, Financial Services Strategy","Responsible for Financial Services Strategy","HM Treasury","HM Treasury","Financial Services Strategy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19572","539695","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/13071","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person63"
"15784","N/D","SCS1","Deputy Director, Banking and Financial Sector","Responsible for Banking and Financial Sector","HM Treasury","HM Treasury","Banking & Financial Sector Analysis","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19572","472279","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/15784","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person75"
"10994","N/D","SCS1","Deputy Director, Housing and Planning","Responsible for Housing and Planning with oversight of expenditure and policy on housing and planning","HM Treasury","HM Treasury","Housing, Regeneration and Third Sector","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","0","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10994","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person56"
"10994","N/D","SCS1","Deputy Director, Housing and Planning","Responsible for Housing and Planning with oversight of expenditure and policy on housing and planning","HM Treasury","HM Treasury","Housing, Regeneration and Third Sector","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","0","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10994","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person57"
"19822","N/D","SCS1","Deputy Director, Infrastructure Strategy","Responsible for Infrastructure Strategy","HM Treasury","HM Treasury","Infrastructure UK (IUK)","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19618","327329","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19822","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person94"
"19547","Creon Butler","SCS2","Director International and Macroeconomics","Responsible for International and Macroeconomics","HM Treasury","HM Treasury","International & EU","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19575","0","1","110000","114999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19547","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person14"
"13153","N/D","SCS1","Deputy Director, Home, Legal and Communities","Responsible for Home Affairs and Parliamentary expenditure","HM Treasury","HM Treasury","Home Legal and Communities","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19809","590265","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/13153","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person67"
"17876","N/D","SCS1","Deputy Director, Treasury Group Commercial","Responsible for managing supplier relationships and securing value for money in the procurement and commercial management of goods, works and services for the Treasury Group.","HM Treasury","HM Treasury","Treasury Group Commercial","020 7270 5760","public.enquiries@hm-treasury.gov.uk","10256","542148","1","0","0","","Procurement","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/17876","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person81"
"10269","N/D","SCS1","Deputy Director Group Finance","Responsible for management of Treasury Group financial resources, budgeting and controls and finance operations including invoicing and payment of suppliers.","HM Treasury","HM Treasury","Group Finance","020 7270 5760","public.enquiries@hm-treasury.gov.uk","10256","1212854","1","0","0","","Finance","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10269","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person38"
"10583","N/D","SCS1","Deputy Director, Macroeconomic Analysis","Responsible for Macroeconomic Analysis","HM Treasury","HM Treasury","Macroeconomic Analysis","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19787","364952","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10583","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person41"
"18931","N/D","SCS1","Deputy Director, Corporate Finance, Business, Innovation and Skills","Responsible for Business, Innovation and Skills","HM Treasury","HM Treasury","Corporate Finance, Business, Innovation & Skills","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19618","381959","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/18931","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person85"
"20238","N/D","SCS1","Deputy Director, Tax administration, Compliance and Projects","Responsible for Tax Administration and Compliance","HM Treasury","HM Treasury","Tax Administration & Compliance","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19812","219574","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/20238","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person97"
"18466","Sam Woods","SCS2","Secretary, Independent Commission on Banking","Responsible for running the full-time team supporting the work of the commission.","HM Treasury","HM Treasury","Financial Services","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19574","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/18466","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person10"
"10971","N/D","SCS1","Deputy Director, General Expenditure Policy","Responsible for General Expenditure Policy/Management Support","HM Treasury","HM Treasury","General Expenditure Policy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19596","550385","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10971","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person54"
"14487","N/D","SCS1","Deputy Director, Macroeconomic Coordination & Strategy","Responsible for Macroeconomic Coordination & Strategy","HM Treasury","HM Treasury","Macroeconomic Coordination & Strategy","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19787","429095","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/14487","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person73"
"19790","N/D","SCS1","Deputy Director, Government Economics and Social Research","Responsible for Government Economics and Social Research","HM Treasury","HM Treasury","Government Economic & Social Research Unit/Directors Office Economics","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19787","594858","1","0","0","","Economics","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/19790","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person92"
"10057","N/D","SCS1","Deputy Director, Corporate Tax","Responsible for Policy on Corporate and Financial Sector Taxation","HM Treasury","HM Treasury","Corporate Taxation","020 7270 5760","public.enquiries@hm-treasury.gov.uk","19535","769516","1","0","0","","Policy","","","http://reference.data.gov.uk/id/public-body/hm-treasury/post/10057","/data/hmtreasury/2011-09-30/HMT-Treasury--staff-and-salary-data-template---September-2011-for-input_final-v14.xls","person32"
