"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"13400","Peter Wilson","SCS2","Director Asia Pacific","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","10497052","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13400","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person22"
"11000","Geoffrey Adams","SCS3","Director General Political","Providing senior policy advice at Board level","Foreign and Commonwealth Office","Foreign and Commonwealth Office","DG Political","0207 008 1500","dp-foi.img@fco.gov.uk","10000","408768","1","125000","129999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11000","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person3"
"F","Sarah Macintosh","SCS2","Corporate Pool","Leave or training between postings","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Human Resources Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14100","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/F","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person113"
"14200","David Cairns","SCS2","Director Corporate Services","Leading delivery of corporate services","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Corporate Services Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14000","4137102","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/fco/post/14200","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person25"
"13315","Julian King","SCS2","HMA Dublin","Representing British interests Republic of Ireland","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13315","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person93"
"12210","Andrew Pocock","SCS2","HMA Ottawa","Representing British interests in Canada","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12200","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12210","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person69"
"13300","Matthew Rycroft","SCS2","Director Europe","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13000","22282362","1","120000","124999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13300","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person21"
"13405","David Fitton","SCS2","DHM Tokyo","Representing British interests in Japan","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13400","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13405","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person102"
"G","James Watt","SCS2","Corporate Pool","Leave or training between postings","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Human Resources Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14100","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/G","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person114"
"15000","John Ashton","SCS3","Special Representative for Climate Change","Providing senior policy advice on climate change","Foreign and Commonwealth Office","Foreign and Commonwealth Office","PUS","0207 008 1500","dp-foi.img@fco.gov.uk","10000","0","1","130000","134999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/15000","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person7"
"19100","Andrew Whyte","SCS2","Director Communications","Leading internal and external communications","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","10000","3282171","1","105000","109999","","Communications","","","http://reference.data.gov.uk/id/department/fco/post/19100","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person29"
"11202","Mark Lyall Grant","SCS3","Permanent Representative and Ambassador to the United Nations","Representing British interests at the UN","Foreign and Commonwealth Office","Foreign and Commonwealth Office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11200","0","1","140000","144999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11202","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person42"
"13311","Greg Dorey","SCS2","HMA Budapest","Representing British interests at the UN in Geneva","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13311","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person89"
"13409","Martin Uden","SCS2","HMA Seoul","Representing British interests in South Korea","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13400","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13409","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person106"
"12207","Judith Macgregor","SCS2","HMA Mexico City","Representing British interests in Mexico","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12200","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12207","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person66"
"13316","David Landsman","SCS2","HMA Athens","Representing British interests in Greece","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13316","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person94"
"13204","Nicholas Kay","SCS2","HMA Khartoum","Representing British interests in Sudan","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13200","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13204","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person76"
"11403","Leigh Turner","SCS2","Head of Post, Kiev","Representing British interests in Ukraine","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Eastern Europe and Central Asia Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11400","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11403","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person59"
"11101","William Patey","SCS3","HMA Kabul","Representing British interests in Afghanistan","Foreign and Commonwealth Office","Foreign and Commonwealth Office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11100","0","1","130000","134999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11101","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person33"
"11105","Michael O'Neill","SCS2","Head of Provincial Reconstruction Team and NATO Senior Civilian Representative, Helmand","Representing British interests in Helmand Province","Foreign and Commonwealth Office","Foreign and Commonwealth Office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11100","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11105","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person37"
"11310","Dominic Jermey","SCS2","HMA United Arab Emirates","Representing British interests in the UAE","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11300","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11310","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person54"
"11200","Anwar Choudhury","SCS2","Director International Institutions","Senior policy advice on international organisations","Foreign and Commonwealth Office","Foreign and Commonwealth Office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","6647544","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11200","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person12"
"D","Paul Johnston","SCS2","Corporate Pool","Leave or training between postings","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Human Resources Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14100","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/D","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person111"
"13403","Asif Ahmad","SCS2","HMA Bangkok","Representing British interests in Thailand","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13400","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13403","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person100"
"12205","John Dew","SCS2","HMA Bogota","Representing British interests in Colombia","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12200","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12205","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person64"
"11108","Peter Tibber","SCS2","Deputy Head of Mission Islamabad","Representing British interests in Pakistan","Foreign and Commonwealth Office","Foreign and Commonwealth Office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11100","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11108","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person40"
"19400","Gregor Irwin","SCS2","Chief Economist","Providing high level economic advice","Foreign and Commonwealth Office","Foreign and Commonwealth Office","PUS","0207 008 1500","dp-foi.img@fco.gov.uk","10000","448547","1","90000","94999","","Economics","","","http://reference.data.gov.uk/id/department/fco/post/19400","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person32"
"14400","Alan Croney","SCS2","Director Estates and Security","Leading delivery of estates management and security","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Estates & Security Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14000","5379130","1","120000","124999","","Property and asset management","","","http://reference.data.gov.uk/id/department/fco/post/14400","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person27"
"11500","","SCS2","Director International Security","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth Office","DG Political","","","11000","0","","","","","","","","http://reference.data.gov.uk/id/department/fco/post/11500","",""
"13310","Michael Davenport","SCS2","HMA Belgrade","Representing British interests in Serbia","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13310","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person88"
"13202","Nicola Brewer","SCS3","BHC Pretoria","Representing British interests in South Africa","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13200","0","1","135000","139999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13202","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person74"
"17000","David Clary","SCS3","Chief Scientific Adviser","Providing senior policy advice on scientific matters","Foreign and Commonwealth Office","Foreign and Commonwealth Office","PUS","0207 008 1500","dp-foi.img@fco.gov.uk","10000","0","1","120000","124999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/17000","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person9"
"12402","Nigel Haywood","SCS2","Governor, Falkland Islands Commissioner, South Georgia & South Sandwich Islands","Governing the overseas territory","Foreign and Commonwealth Office","Foreign and Commonwealth Office","DG Defence & Intelligence","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12402","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person72"
"13307","Paul Arkwright","SCS2","HMA The Hague","Representing British interests in the Netherlands","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13307","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person85"
"11305","Frank Baker","SCS2","HMA Kuwait","Representing British interests in Kuwait","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11300","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11305","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person49"
"11309","Frances Guy","SCS2","HMA Beirut","Representing British interests in Lebanon","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11300","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11309","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person53"
"12201","Nigel Sheinwald","SCS4","HMA Washington","Representing British interests in USA","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12200","0","1","175000","179999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12201","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person60"
"11401","Anne Pringle","SCS3","HMA Moscow","Representing British interests in Moscow","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Eastern Europe and Central Asia Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11400","0","1","120000","124999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11401","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person57"
"11104","Stephen Evans","SCS2","BHC Dhaka","Representing British interests in Bangladesh","Foreign and Commonwealth Office","Foreign and Commonwealth Office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11100","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11104","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person36"
"12206","Howard Drake","SCS2","HMA Kingston","Representing British interests in Jamaica","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12200","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12206","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person65"
"12202","Alan Charlton","SCS3","HMA Brasilia","Representing British interests in Brazil","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Americas Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","12200","0","1","115000","119999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12202","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person61"
"11301","John Jenkins","SCS3","HMA Baghdad","Representing British interests in Iraq","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11300","0","1","110000","114999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11301","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person45"
"13404","Simon Featherstone","SCS2","BHC Kuala Lumpur","Representing British interests in Malaysia","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13400","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13404","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person101"
"11100","Karen Pierce","SCS2","Director South Asia and Afghanistan","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth Office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","11411642","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11100","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person11"
"13303","Simon Mcdonald","SCS3","HMA Berlin","Representing British interests in Germany","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","125000","129999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13303","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person81"
"12000","Robert Hannigan","SCS3","Director General Defence & Intelligence","Providing senior policy advice at Board level","Foreign and Commonwealth Office","Foreign and Commonwealth Office","DG Defence & Intelligence","0207 008 1500","dp-foi.img@fco.gov.uk","10000","2787524","1","130000","134999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12000","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person4"
"13408","Andrew Seaton","SCS2","British Consul-General to Hong Kong and Macao","Representing British interests in the Hong Kong Special Administrative Region","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Asia Pacific Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13400","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13408","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person105"
"E","Peter Jones","SCS2","Corporate Pool","Leave or training between postings","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Human Resources Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14100","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/E","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person112"
"19300","Lindsay Appleby","SCS2","Principal Private Secretary","Leading private offices, Parliamentary relations and Ministerial support","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","0207 008 1500","dp-foi.img@fco.gov.uk","10000","2168433","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/19300","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person31"
"14300","Alison Currie","SCS2","Director Finance","Leading delivery of financial management","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Finance Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14000","3267821","1","90000","94999","","Finance","","","http://reference.data.gov.uk/id/department/fco/post/14300","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person26"
"11402","Denis Keefe","SCS2","DHM Moscow","Representing British interests in Moscow","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Eastern Europe and Central Asia Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11400","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11402","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person58"
"16100","Shelagh Brooks","SCS2","Deputy Legal Adviser","Providing legal advice","Foreign and Commonwealth Office","Foreign and Commonwealth Office","PUS","0207 008 1500","dp-foi.img@fco.gov.uk","16000","0","1","95000","99999","","Law","","","http://reference.data.gov.uk/id/department/fco/post/16100","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person116"
"18000","CE UKTI BIS funded post","SCS3","Chief Executive UKTI","Leading UKTI support to British companies in export markets and to foreign investors","Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","0207 215 8000","enquiries@bis.gsi.gov.uk","10000","8275054","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/department/fco/post/18000","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person10"
"B","Adrian Davis","SCS2","Corporate Pool","Leave or training between postings","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Human Resources Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14100","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/B","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person109"
"11304","Dominic Asquith","SCS2","HMA Cairo","Representing British interests in Egypt","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11300","0","1","115000","119999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11304","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person48"
"12401","Gordon Wetherell","SCS2","Governor of the Turks & Caicos Islands","Governing the overseas territory","Foreign and Commonwealth Office","Foreign and Commonwealth Office","DG Defence & Intelligence","0207 008 1500","dp-foi.img@fco.gov.uk","12000","0","1","100000","104999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/12401","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person71"
"11203","Paul Flaherty","SCS2","Deputy Permanent Representative to NATO","Representing British interests at NATO","Foreign and Commonwealth Office","Foreign and Commonwealth Office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11200","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11203","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person43"
"13306","Peter Westmacott","SCS3","HMA Paris","Representing British interests in France","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","145000","149999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13306","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person84"
"13313","Adrian Johns","SCS2","Governor and Commander-in-Chief, Gibraltar","Governing the overseas territory","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Europe Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","13300","0","1","130000","134999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/13313","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person91"
"11308","Matthew Gould","SCS2","HMA Tel Aviv","Representing British interests in Israel","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11300","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11308","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person52"
"11311","Peter Millett","SCS2","HMA Amman","Representing British interests in Jordan","Foreign and Commonwealth Office","Foreign and Commonwealth Office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11300","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/fco/post/11311","/data/fco/2011-03-31/fco-government-staff-and-salary-data-template---March-2011-v5.xls","person55"
