"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"21737","Martin Evans","SCS3","Managing Director Audit Policy","Audit Policy & Practice","Department for Communities and Local Government","Audit Commission","Audit Policy & Practice","0844 798 3131","public-enquiries@audit-commission.gov.uk","54084","446299","1","165000","169999","","Policy","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/21737","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person2"
"30093","Not disclosed","SCS2","Regional Director","Regions","Department for Communities and Local Government","Audit Commission","Regions","0844 798 3131","public-enquiries@audit-commission.gov.uk","36358","3773756","1","140000","144999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/30093","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person29"
"74970","Not disclosed","SCS2","Director LG, Fire & Assessment","Local Government, Housing & Community Safety","Department for Communities and Local Government","Audit Commission","Local Government, Housing & Community Safety","0844 798 3131","public-enquiries@audit-commission.gov.uk","32914","1488829","1","120000","124999","","Policy","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/74970","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person21"
"62684","Not disclosed","SCS2","Director of Audit","Audit Practice","Department for Communities and Local Government","Audit Commission","Audit Practice","0844 798 3131","public-enquiries@audit-commission.gov.uk","77775","4200370","1","100000","104999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/62684","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person11"
"13693","Not disclosed","SCS2","Director of Audit","Audit Practice","Department for Communities and Local Government","Audit Commission","Audit Practice","0844 798 3131","public-enquiries@audit-commission.gov.uk","77775","7174646","1","110000","114999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/13693","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person7"
"57683","Roger Hamilton","SCS2","Commission Solicitor","Corporate Services","Department for Communities and Local Government","Audit Commission","Corporate Services","0844 798 3131","public-enquiries@audit-commission.gov.uk","54084","229752","1","135000","139999","","Law","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/57683","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person15"
"43346","Tracey Dennison","SCS3","Managing Director HR","Human Resources","Department for Communities and Local Government","Audit Commission","Human Resources","0844 798 3131","public-enquiries@audit-commission.gov.uk","54084","1926766","1","125000","129999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/43346","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person19"
"93110","Not disclosed","SCS2","Director Audit Policy & Regulation","Audit Policy & Practice","Department for Communities and Local Government","Audit Commission","Audit Policy & Practice","0844 798 3131","public-enquiries@audit-commission.gov.uk","21737","1347813","1","120000","124999","","Policy","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/93110","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person3"
"80392","Not disclosed","SCS2","Assistant Managing Director Finance & Estates","Corporate Services","Department for Communities and Local Government","Audit Commission","Corporate Services","0844 798 3131","public-enquiries@audit-commission.gov.uk","54084","2276350","1","135000","139999","","Finance","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/80392","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person17"
"99396","Not disclosed","SCS2","Director of Audit","Audit Practice","Department for Communities and Local Government","Audit Commission","Audit Practice","0844 798 3131","public-enquiries@audit-commission.gov.uk","77775","6690915","1","100000","104999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/99396","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person10"
"53021","","SCS2","Director of Studies (London)","Policy Research & Studies","Department for Communities and Local Government","Audit Commission","Policy Research & Studies","","","32914","966113","","","","","","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/53021","",""
"37224","Julie Hope","SCS2","Director Chief Executive / Chairman's Office","Chief Executive/Chairman","Department for Communities and Local Government","Audit Commission","Chief Executive/Chairman","0844 798 3131","public-enquiries@audit-commission.gov.uk","54084","290555","1","95000","99999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/audit-commission/post/37224","/data/audit-commission/2011-03-31/Audit-Commission---Staff-and-Salary-Data-FINAL---March-2011.xls","person14"
