"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"11","N/D","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","4","585085","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/11","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person12"
"1","Malcolm Dawson","SCS2","Chief Executive and Chief Land Registrar","The chief executive of Land Registry, reporting to the Lord Chancellor. Responsible for the strategic direction and management of the Agency's operations, and answerable to Parliament for the proper financial management of Land Registry.","Department for Business Innovation and Skills","Land Registry","Chief Land Registrars Office","0300 006 7251","jon.shepherd@landregistry.gsi.gov.uk","XX","592668","1","105000","109999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/land-registry/post/1","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person2"
"7","Annette Davies-Govett","SCS1","Commercial and Customer Director","Responsible for leading the Commercial and Customer Directorate in the development and implementation of customer experience and contact strategies, marketing, sales, product and service development, customer services, stakeholder engagement and International unit.","Department for Business Innovation and Skills","Land Registry","Commercial and Customer Directorate","0300 006 7313","lucy.mason@landregistry.gsi.gov.uk","1","2765755","1","90000","94999","","Operational Research","","","http://reference.data.gov.uk/id/public-body/land-registry/post/7","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person8"
"10","N/D","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","4","476045","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/10","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person11"
"13","N/D","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","4","271585","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/13","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person14"
"2","John Wright","SCS2","Director of Information Systems","Accountable and responsible for all aspects of the Information Systems (IS) Directorate. Responsible for providing information systems to Land Registry's staff and customers, and for providing leadership to the IS community. This includes the direction of Land Registrys IS policies, practices and resources including its personnel, external contracts, enterprise architecture, information assets and overall responsibility for information security. Senior Responsible Owner of Land Registry's e-services programme and Service Delivery programme.","Department for Business Innovation and Skills","Land Registry","Information Systems","0300 006 4176","veronica.montague@landregistry.gsi.gov.uk","1","13007594","1","100000","104999","","Information Technology","","","http://reference.data.gov.uk/id/public-body/land-registry/post/2","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person3"
"19","N/D","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","4","323321","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/19","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person20"
"18","Vacant","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","N/A","N/A","4","0","1","0","0","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/18","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person19"
"9","N/D","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","4","646979","0.65","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/9","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person10"
"5","John Peaden","SCS2","Director of Operations","Responsible for the delivery of operational Key Performance Indicators and for key decisions regarding operational strategy, performance and for work practices and procedures in 17 local offices and the central operations group.","Department for Business Innovation and Skills","Land Registry","Operations Directorate","0300 006 7481","jason.bowers@landregistry.gsi.gov.uk","1","98472317","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/land-registry/post/5","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person6"
"4","Alasdair Lewis","SCS2","Director of Legal Services","Principal legal adviser responsible for the provision of legal services within Land Registry, including the management and development of the Agency's team of lawyers, and responsible for the legal framework for land registration and for the integrity of the register.","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","1","1128601","1","90000","94999","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/4","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person5"
"6","Heather Foster","SCS1","Finance Director","Responsible for strategic financial, procurement and project planning. Financial management and business planning. Accountable and responsible for all aspects of the Finance Directorate which includes; Business Planning, Finance, Corporate Procurement, Project and Programme Centre, Risk Management and Internal Audit.","Department for Business Innovation and Skills","Land Registry","Finance Directorate","0300 006 7568","louise.guthrie@landregistry.gsi.gov.uk","1","3267934","1","90000","94999","","Finance","","","http://reference.data.gov.uk/id/public-body/land-registry/post/6","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person7"
"16","N/D","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","4","549360","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/16","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person17"
"24","N/D","SCS1","Land Registrar","Land Registrars lead and manage a team of lawyers to deliver decisions on and facilitate the completion of high value, complex and contentious casework","Department for Business Innovation and Skills","Land Registry","Legal Services Group","0300 006 7380","sally.acott@landregistry.gsi.gov.uk","4","334845","0.76","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/land-registry/post/24","/data/landregistry/2011-09-30/300911-HMLR-Organogram.xls","person25"
