"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"GALA","N/D","SCS1","Director of Remedies and Business Analysis","'Provides a commercial, strategic, financial and technical perspective on companies under investigation. Have responsibility for the design and implementation of remedies where the CC has reached an adverse finding.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FDRO","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GALA","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person10"
"FJKI","N/D","SCS1","Director of Policy","'Responsible for the analysis of competition law and policy matters to help influence decision-makers and communicate the CCs position to external stakeholders. Member of Senior Management Team.'","Department for Business Innovation and Skills","Competition Commission","Corporate Services & Secretariat","020 7271 0100","info@cc.gsi.gov.uk","FDSA","177365","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FJKI","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person3"
"FAOL","Alison Oldale","SCS2","Chief Economic Adviser","'Manages the team who provide advice and analysis to the members of the CC on the operation of markets and competition within them. Member of Senior Management Team'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FDSA","1257044","1","100000","104999","","Economics","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FAOL","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person21"
"GSJO","N/D","SCS1","Legal Director","'Conducts legal analysis and provides legal advice to the CC, Inquiry Groups and Workstream Groups in connection with investigations, the implementation of remedies, litigation and the wider policy work of the CC.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FRGR","0","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GSJO","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person16"
"FRGR","Roland Green","SCS2","Chief Legal Adviser","'Heads the group which provides legal advice and services to the CC, its officers and members. Member of Senior Management Team.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FDSA","550126","1","100000","104999","","Law","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FRGR","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person22"
"FKIT","N/D","SCS1","Director of Economic Analysis","'Manages the team who provide advice and analysis to the Members of the Commission on the operation of markets and competition within them.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FAOL","0","1","N/D","N/D","","Economics","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FKIT","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person14"
"GJPI","N/D","SCS1","Inquiry Director","'Co-ordinates all aspects of investigations and drafts reports.'","Department for Business Innovation and Skills","Competition Commission","Inquiry Teams","020 7271 0100","info@cc.gsi.gov.uk","FMRA","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GJPI","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person6"
"GGRE","N/D","SCS1","Director of Remedies and Business Analysis","'Provides a commercial, strategic, financial and technical perspective on companies under investigation. Have responsibility for the design and implementation of remedies where the CC has reached an adverse finding.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FDRO","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GGRE","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person11"
"FMRA","N/D","SCS1A","Senior Inquiry Director","'Heads team which manages investigations. Member of Senior Management Team.'","Department for Business Innovation and Skills","Competition Commission","Inquiry Teams","020 7271 0100","info@cc.gsi.gov.uk","FDSA","655183","1","","","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FMRA","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person17"
"FDSA","David Saunders","SCS2","Chief Executive","'Chief Executive'","Department for Business Innovation and Skills","Competition Commission","Corporate Services & Secretariat","020 7271 0100","info@cc.gsi.gov.uk","XX","715762","1","140000","144999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FDSA","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person20"
"GDCO","N/D","SCS1","Inquiry Director","'Co-ordinates all aspects of investigations and drafts reports.'","Department for Business Innovation and Skills","Competition Commission","Inquiry Teams","020 7271 0100","info@cc.gsi.gov.uk","FMRA","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GDCO","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person5"
