"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"5174983","Brian Derry","SCS2","Executive Director of Information Services","Responsible for the collection, analysis and presentation of a wide range of data and statistical information, including Standards & Classifications; Clinical Audit Programme; Population & Resources; Personal Care (non acute); Secondary Care and Social Care.","Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","0845 3006016","enquiries@ic.nhs.uk","3497619","618195","1","105000","109999","","Knowledge and Information Management (KIM)","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/5174983","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person6"
"3497352","","SCS1","Programme Head - Secondary Uses Service","Responsible for Hospital activity Information Services and secondary uses.","Department of Health","NHS Information Centre for Health and Social Care","Informatics","0845 3006016","enquiries@ic.nhs.uk","5174983","2187904","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/3497352","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person24"
"6525621","Dr Mark Davies (Inward Secondee)","SCS2","Executive Medical Director","Responsibility for the development and leadership of the NHS IC Clinical Engagement Strategy","Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","0845 3006016","enquiries@ic.nhs.uk","3497619","199944","0.7","225000","229999","","Medicine","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/6525621","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person8"
"7684057","","SCS1","Assistant Director of Information Governance","Manages the Information Governance function","Department of Health","NHS Information Centre for Health and Social Care","Information Governance and Data Quality","0845 3006016","enquiries@ic.nhs.uk","4764788","3391105","1","65000","69999","","Knowledge and Information Management (KIM)","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/7684057","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person29"
"7286837","","SCS1","Programme Head - Primary Care","Responsible for the provision of all information programmes relating to Primary Care","Department of Health","NHS Information Centre for Health and Social Care","Informatics","0845 3006016","enquiries@ic.nhs.uk","5174983","0","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/7286837","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person23"
"3497278","","SCS1","Head of Human Resources","Manages the Human Resources function","Department of Health","NHS Information Centre for Health and Social Care","Workforce","0845 3006016","enquiries@ic.nhs.uk","5240614","249280","1","65000","69999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/3497278","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person14"
"3497697","Phil Wade","SCS2","Executive Director of Business Development & Communications","Responsible for Business Development; the NHS IC Contact Centre; Marketing, Communications & Media and Information Technology","Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","0845 3006016","enquiries@ic.nhs.uk","3497619","496554","1","100000","104999","","Planning","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/3497697","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person3"
"4764788","Clare Sanderson","SCS2","Executive Director of Information Governance","Responsible for Information Governance Compliance; Statistical Governance; Knowledge Management; Data�Access & Information Sharing;�Review Of Central Returns (ROCR); NHS Central Register; The Medical Research Information Service and the Personal Demographics Service National Back Office (NBO).","Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","0845 3006016","enquiries@ic.nhs.uk","3497619","232221","1","105000","109999","","Knowledge and Information Management (KIM)","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/4764788","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person5"
"5788435","","SCS1","Director of Commissioning","Provide Board level commissioning expertise and responsible for a range of projects in support of World Class Commissioning.","Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","0845 3006016","enquiries@ic.nhs.uk","3497697","0","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/5788435","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person19"
"5240614","Rachael Allsop","SCS2","Executive Director of Workforce","Responsible for Human Resources, Learning and Development and Organisational Development. Leads the delivery of workforce information across the NHS and Social Care.","Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","0845 3006016","enquiries@ic.nhs.uk","3497619","134268","1","115000","119999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/5240614","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person7"
"NA","","SCS1","Communications, Media, Marketing and Contact Centre","3 teams responsible for internal and external communication, including the NHS IC web presence that gives access to key information, media and marketing activity and the NHS IC Contact Centre.","Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","0845 3006016","enquiries@ic.nhs.uk","3497697","609915","1","55000","59999","","Communications","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/NA","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person16"
"7477667","","SCS1","Programme Head, Improving Access to Information","Leads the NHS IC strategy for Improving Access to Information. Develops strategic partnerships and alliances to assist in the delivery of the NHSIC objectives.","Department of Health","NHS Information Centre for Health and Social Care","Informatics","0845 3006016","enquiries@ic.nhs.uk","5174983","108135","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/7477667","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person26"
"3497619","Tim Straughan","SCS2","Chief Executive","The Chief Executive of the NHS IC, which collects, analyses and presents national data and statistical information to improve the quality and effectiveness of decision making, resulting in the delivery of better care.","Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","0845 3006016","enquiries@ic.nhs.uk","XX","951361","1","140000","144999","","","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/3497619","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person2"
"6324910","Dr R A Sutherland","SCS2","Statistics Head of Profession","Responsible for assuring the quality and accuracy of statistical information across the NHS IC.","Department of Health","NHS Information Centre for Health and Social Care","Information Governance and Data Quality","0845 3006016","enquiries@ic.nhs.uk","3497619","0","1","95000","99999","","Statisticians","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/6324910","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person30"
"3497239","","SCS1","Programme Manager","Responsible for specific programmes within Information Services and the management of the analytical pool","Department of Health","NHS Information Centre for Health and Social Care","Informatics","0845 3006016","enquiries@ic.nhs.uk","5174983","578093","1","65000","69999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/3497239","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person27"
"3497244","","SCS1","Head of Clinical Stakeholder Engagement","Research and interpret customer requirements in line with organisational capability to inform the development of products and services.","Department of Health","NHS Information Centre for Health and Social Care","Clinical Services","0845 3006016","enquiries@ic.nhs.uk","6525621","0","1","80000","84999","","Operational Research","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/3497244","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person11"
"7199036","","SCS1","Head of Organisational Development","Manages the Learning and Development and Organisational Development functions","Department of Health","NHS Information Centre for Health and Social Care","Workforce","0845 3006016","enquiries@ic.nhs.uk","5240614","0","1","65000","69999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/7199036","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person15"
"3497483","Andrew Frith","SCS2","Director of Information Development","Directs cross-cutting informatics review projects and acts as counterpart to the Informatics stream of the NHS senior structure and DH Informatics function.","Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","0845 3006016","enquiries@ic.nhs.uk","3497697","591343","1","95000","99999","","Knowledge and Information Management (KIM)","","","http://reference.data.gov.uk/id/public-body/nhs-information-centre-for-health-social-care/post/3497483","/data/ic/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---June-2011.xls","person20"
