,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
12,DWP171,Mark Fisher,SCS2,Social Justice Director,Responsible for leading the DWP team supporting the Secretary of State for Work and Pensions in respect of his cross-Government responsibilities for social justice and child poverty.,Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,4757073.27,1.0,125000,129999,0,Policy,,1
13,DWP178,Chris Hayes,SCS2,Labour Market & Conditionality Director,Responsible for leading on the overall DWP strategy for the labour market for now and under Universal Credit; the labour market regimes for working age claimants; and DWP work across government and with external partners to achieve better outcomes for young people and working age claimants.,Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,3956103.03,1.0,95000,99999,0,Policy,,1
14,DWP192,Sarah Healey,SCS2,Director of Private Pensions,"Responsible for developing a regime that supports increased pension saving and minimises the burden on employers. Responsibility for delivering a major reform  starting in October 2012 when on a staged basis all employers, starting with the largest, will be required to automatically enrol their work force into a pension. Unless the employee chooses to opt out employer and employee will be required to make a minimum contribution to the pension. The team are overseeing the development of a new low cost pension – National Employment Savings Trust. The team is also responsible, with the Pensions Regulator and the Pension Protection Fund for ensuring an effective regime for pension protection. ",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,3542692.27,1.0,90000,94999,0,Policy,,1
15,DWP179,Emma Lindsell jobshare,SCS2,Department and Business Strategy Director,The team owns the overall strategic vision for the DWP and connects people working on strategy with operations by making sure that the strategy developed is deliverable and that what the strategy says is done.,Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,0.0,0.65,85000,89999,0,Policy,,1
16,DWP179,Isobel Stephen jobshare,SCS2,Department and Business Strategy Director,The team owns the overall strategic vision for the DWP and connects people working on strategy with operations by making sure that the strategy developed is deliverable and that what the strategy says is done.,Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,5888364.97,0.6,90000,94999,0,Policy,,1
17,DWP187,Jeremy Moore TDA,SCS3,"Director General, Strategy ","Advises and supports Ministers and the Executive Team in the formulation and deliverability of policy relating to the Government’s welfare, work and pension reforms as well as the social justice agenda, including looking beyond the individual reforms already underway.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP135,3345403.99,1.0,100000,104999,0,Policy,,1
18,DWP183,Justin Russell,SCS2,Ageing Society & State Pensions Director,"The Directorate is responsible for State Pensions policy and legislation, supporting Ministers in their overall reform of the State Pensions system and developing and modelling options for reform of the State Pensions system in support of Ministerial objectives of equality and fairness and Older People & the Ageing Society Strategy Division.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,3439629.85,1.0,95000,99999,0,Policy,,1
19,DWP169,Pete Searle,SCS2,Working Age Benefits Director,"My team leads the development and maintenance of policy for most of the main benefits for people of working age, including Universal Credit, Jobseeker's Allowance, Employment and Support Allowance and Housing Benefit.

",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,7124631.68,1.0,85000,89999,0,Policy,,1
20,DWP184,N/D,SCS1,Head of Business Strategy & Change Assessment,"The Division’s purpose is to: set the strategic direction for the delivery of the Department’s business. For example, for the use of digital channels and telephony; taking responsibility for the Departmental policy on Identity and National Insurance Number policy; and ensuring that all policy and business changes are properly considered to ensure they are both affordable and deliverable.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP179,0.0,0.69,75000,79999,0,Policy,,1
21,DWP199,N/D,SCS1,Director Business Transformation,Head of Universal Credit Business Transformation Strand.,Department for Work and Pensions,Department for Work and Pensions,Strategy,0207 449 5173,strategy@dwp.gsi.gov.uk,DWP60,0.0,1.0,80000,84999,0,Policy,,1
22,DWP186,Michelle Dyson TDA,SCS2,Director Disability Directorate and Office for Disability Issues,"Policy advice to Ministers on issues relating to disablity, employment, benefits and rights.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP187,0.0,0.9,70000,74999,0,Policy,,1
23,DWP173,N/D,SCS1,Head of Strategic Design Authority,"Responsibility for Employment and Support Allowance/ Incapacity Benefit Programme and Strategic Design Authority. This includes: the proposed contribution-based Employment and Support Allowance legislative changes 2012, Work Capability Assessment Harrington Review Implementation and the reassessment of Incapacity Benefits claimants. The role is specifically to ensure delivery of these policies and/or business intent within the appropriate timescales, to budget and in support of operational delivery. Also leading on the design and maintenance of the overarching DWP business architecture to ensure the Department is equipped to deliver its vision. This involves supporting programmes and projects in their understanding and ensuring designs are integrated, aligned and support strategic intent.   ",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP179,0.0,1.0,70000,74999,0,Policy,,1
24,DWP172,N/D,SCS1,Head of Labour Market Analysis,"Expert domain for the analysis and interpretation of regional, national and international labour market trends, including the monthly labour market National Statistics, the department’s overall approach to employment policy and cross government working on labour market issues.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP178,0.0,1.0,70000,74999,0,Policy,,1
25,DWP174,N/D,SCS1,Head of European Social Fund,The team is responsible for deciding how European Social Fund money should be spent in England and Gibraltar and for managing the expenditure by supporting and checking providers and submitting claims to the European Commission.,Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP171,0.0,1.0,65000,69999,0,Policy,,1
26,DWP175,N/D,SCS1,"Deputy Director, Labour Market Partnerships Division","Labour Market Partnerships Division leads on defining and shaping strategic partnerships to meet the needs of employers and localities and develop the skills of workless people to help more people back into employment. It does this by encouraging and facilitating the coherent delivery of services between DWP and other partners, whether they be in the public, private or voluntary and community sectors.   ",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP178,0.0,1.0,65000,69999,0,Policy,,1
27,DWP273,N/D,SCS1,Deputy Director Mental Health,"Tasked with co-ordinating DWP activity on mental health and employment, including close working with Health and Wellbeing Directorate and where appropriate other government departments. There are two significant strands to this work. The first is to lead on the mental health aspect of the disability employment strategy, and the second is to manage the Mental Health and Employment Strategy Board. Part of this work involves setting out future options for this agenda, which have been informed by wide ranging discussions across government and the voluntary and community sector, and include experts by experience.  


",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP186,0.0,0.69,75000,79999,0,Policy,,1
28,DWP62,N/D,SCS1,"Deputy Director, Disability and Work Opportunities","Responsible for the Disability Employment Strategy, policy on the Department’s specialist disability employment programmes, and sponsorship of Remploy.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5782,strategy@dwp.gsi.gov.uk,DWP186,0.0,1.0,75000,79999,0,Policy,,1
29,DWP181,N/D,SCS1,"Lead Analyst, Universal Credits and Working Age","Providing the evidence and analysis to support the development of policy and delivery for Universal Credit, Housing Benefits and Working Age Benefits.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP169,0.0,1.0,80000,84999,0,Policy,,1
30,DWP266,N/D,SCS1,"Deputy Director, Work, Welfare & Wellbeing in Later Life","Strategy on: up-rating of social security benefits and State pensions; employment, welfare benefits and wellbeing for older people; extending working life; combatting pensioner poverty and material deprivation among older people; and engagement with older people. Maintenance and reform of Pension Credit. Maintenance of universal pensioner benefits. Income aspects of combatting fuel poverty, including operation of the Warm Home Discount Scheme.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP183,0.0,1.0,70000,74999,0,Policy,,1
31,DWP184,N/D,SCS1,Head of Business Strategy & Change Assessment,"The Division’s purpose is to: set the strategic direction for the delivery of the Department’s business. For example, for the use of digital channels and telephony; taking responsibility for the Departmental policy on Identity and National Insurance Number policy; and ensuring that all policy and business changes are properly considered to ensure they are both affordable and deliverable.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP179,0.0,0.6,70000,74999,0,Policy,,1
32,DWP1851,N/D,SCS1,Head of Pensions Protection & Stewardship,"Operate an effective stewardship framework around our pensions sponsored bodies, The Pensions Regulator, Pension Protection Fund, The Pensions Advisory Service and The Pensions Ombudsman, ensure bodies deliver their objectives and operate efficiently and effectively within their legal frameworks and current financial constraints. Ensure that regulation of work-based pensions increases member and employer confidence in the security of benefits and quality of pension scheme administration while considering the burden on sponsoring employers and effects on wider economy. Ensure that the Financial Assistance Scheme and the Pension Protection Fund provide effective compensation or assistance to members of pension schemes which wind up under-funded.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP192,0.0,1.0,100000,104999,0,Policy,,1
33,DWP176,N/D,SCS1,Head of Private Pensions Policy & Analysis ,"Responsible for the policy, legislation and regulation that underpins the private pension system in the UK.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP192,0.0,1.0,75000,79999,0,Policy,,1
34,DWP188,N/D,SCS1,Head of Housing Policy Division,"Responsible for providing policy advice to Ministers on Housing Benefit, Council Tax Benefit and Support for Mortgage Interest, and the housing element of Universal Credit and Pension Credit.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP169,0.0,1.0,65000,69999,0,Policy,,1
35,DWP189,N/D,SCS1,Head of Contributory Pensions Policy,Responsible for policy for contributory pensions including reform and state pension age.,Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP183,0.0,1.0,80000,84999,0,Policy,,1
36,DWP190,N/D,SCS1,Deputy Director Office for Disability Issues,"The Office for Disability Issues aims to make a real difference to the quality of life of disabled people.  We: support the Minister for Disabled People in her cross-Government role to enable disabled people to fulfil their potential; lead on development, communication and delivery of the Government’s disability strategy, working across government and with disabled people and their organisations; and promote and defend UK disability policies internationally including in the UN and EU.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP186,0.0,1.0,75000,79999,0,Policy,,1
37,DWP191,N/D,SCS1,"Deputy Director, Lead Analyst for Pensions and Ageing","Accountable for the evidence base on which Ministers will make decisions on state pensions, private pensions regulation, supporting people to work in to later life and the challenges of an ageing society. In addition work on pensioner poverty measurement and options to alleviate are also carried out in this area as well as evaluation of autoenrollment whereby everyone in work has access to an occupational pension. ",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP183,0.0,1.0,75000,79999,0,Policy,,1
38,DWP1801,N/D,SCS1,"Deputy Director, DWP Insight","DWP Insight develops and leverages our comprehensive understanding of the needs and behaviours of our service users (claimants, customers, staff, empoyers, intermediaries) in order to ensure the Department: - drives behaviour change to achieve the stated policy and service outcomes and creates more effective policies and services minimising cost to the Department, its users and the taxpayer.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP179,0.0,0.94,75000,79999,0,Policy,,1
39,DWP1811,N/D,SCS1,Head of International Unit,"Lead DWP strategy on EU and international business. This includes departmental interests in the EU and broader international agenda and work with organisations such as the International Labour Organisation, OECD, Council of Europe, G20 and key countries.  ",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP179,0.0,1.0,75000,79999,0,Policy,,1
40,DWP177,N/D,SCS1,Head of Working Age Benefits Division,"Responsible for the design, development, monitoring & evaluation of policies on (& the associated evidence base for) Employment & Support Allowance, Jobseekers Allowance, Maternity Allowance, Statutory Sick Pay & Statutory Maternity Pay, Incapacity Benefit Reassessment, Industrial Injuries Disablement Benefit, Carers Allowance, Income Support & Severe Disablement Allowance. Also, analysis, evidence & evaluation of the operational delivery of all working age benefits, including their interaction with Housing Benefit, pensions/pension credit & Universal Credit. Lead on structural and cross cutting benefit issues such as means testing and passporting.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP169,0.0,1.0,70000,74999,0,Policy,,1
41,DWP10,N/D,SCS1,Director Universal Credit Policy and Service,The Universal Credit Product and Service Design team is responsible for defining the service to be provided to claimants and staff for Universal Credit and translates the policy intention into a design specification.,Department for Work and Pensions,Department for Work and Pensions,Strategy,0207 449 5173,strategy@dwp.gsi.gov.uk,DWP169,0.0,1.0,70000,74999,0,Policy,,1
42,DWP274,N/D,SCS1,Deputy Director Employer Engagement,"Leading preparation of the content for major Ministerial conference on employing disabled people, including developing policy for announcements on the day, identification of, and liaison with, speakers, speeches and briefing for all Ministerial speeches and stakeholder liaison. ",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 5517,strategy@dwp.gsi.gov.uk,DWP186,0.0,0.67,65000,69999,0,Policy,,1
43,DWP152,Trevor Huddleston,SCS2,Chief Analyst,"This post is responsible for the co-ordination, delivery and quality assurance of all analysis across DWP. Analytical teams: (a) contribute to the process of evidence based policy development and delivery design; (b) help to monitor and evaluate the impacts of Departmental policies; (c) provide analytical information to support the Parliamentary and legislative process; (d)  provide forecasts of benefit expenditure to support HMT's sound planning of the Government finances.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 7720,strategy@dwp.gsi.gov.uk,DWP137,95851.0,1.0,100000,104999,0,Policy,,1
44,DWP142,N/D,SCS1,Head of Forecasting,"Responsible for forecasting expenditure on all state benefits and pensions within DWP’s remit, and in most cases the equivalents for Northern Ireland. This is undertaken for the Office for Budget Responsibility and HM Treasury as well as DWP itself. Also responsible for forecasting business volumes (e.g. claims, changes of circumstance, numbers passing particular qualification thresholds for labour market programmes) for all of DWP, and the associated appeals for the Tribunals Service. And provision of information on benefit expenditure to Parliament and other organisations and individuals.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 7720,strategy@dwp.gsi.gov.uk,DWP152,1077620.47,1.0,80000,84999,0,Policy,,1
45,DWP154,N/D,SCS1,Chief Statistician,"Measurement of fraud and error in the benefits system (under and over-payments) and publication of related National Statistics; Compilation of National and other official statistics relating to benefits and claimants and related analyses in support of policy development; Measurement of incomes and poverty, including child, working-age and pensioner poverty and income inequality through the Family Resources Survey; Departmental lead for the Wealth and Assets Survey, the English Longitudinal Study of Ageing, the Life Opportunities Survey, and related analyses. Deputy Head of Profession for statistics: upholding professional standards including the Code of Practice for Official Statistics.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 7720,strategy@dwp.gsi.gov.uk,DWP148,636809.12,1.0,70000,74999,0,Policy,,1
46,DWP164,N/D,SCS1,Head of Central Analysis Division,Provides analytical support that cuts across policy areas to Ministers and others. Manages research and the deployment of analysts across the Department.,Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 7720,strategy@dwp.gsi.gov.uk,DWP152,1081773.76,1.0,80000,84999,0,Policy,,1
47,DWP149,Bill Gunnyeon,SCS2,"Director, Health and Wellbeing","Responsible for medical and health related advice to Ministers and the Department; for quality of all medical related work including oversight of quality of work of medical services contractor; for medical and health related policy within the Department;  for leading the health, work and wellbeing agenda on behalf of the Department; for oversight of all science based research as Departmental Chief Scientific Adviser; and for external relationships with healthcare professional bodies and other key stakeholders.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 7720,strategy@dwp.gsi.gov.uk,DWP137,1827675.21,1.0,130000,134999,0,Policy,,1
48,DWP139,N/D,SCS1,Deputy Director for Disability Assessment and Deputy Chief Medical Adviser,"Functions include Health and Benefits Policy, the Medical Adviser team, contributing to development of the Directorate’s overall strategy on Disability and Work and Deputising for the Chief Medical Adviser. This includes overall responsibility for development and maintenance of policy in relation to the health aspects of benefit entitlement assessments; for the overview of professional standards in relation to the provision of contracted-out medical services; and for technical support to the Industrial Injuries Advisory Council.",Department for Work and Pensions,Department for Work and Pensions,Strategy,020 7449 7720,strategy@dwp.gsi.gov.uk,DWP149,0.0,1.0,85000,89999,0,Policy,,1
49,DWP19,Myrtle Lloyd,SCS2,Network Services Director,"The team is accountable for the delivery and management of DWP services across a virtual, multi-channel network comprising telephone and digital services. They are responsible for ensuring that these services are delivered efficiently and coherently to required customer service standards, ensuring that business targets and objectives are met and constantly measured for sustained performance improvement. The team also has responsibility for driving the transformation of DWP business from a face to face and telephony business to one where online channels become the contact method of choice for customers and claimants, where appropriate.",Department for Work and Pensions,Department for Work and Pensions,Operations - Network Services,0207 449 5173,correspondence@dwp.gsi.gov.uk,DWP202,152030.45,1.0,90000,94999,0,Operational Delivery,,1
50,DWP23,N/D,SCS1,Head of Digital & Online Services for DWP Operations,"Responsible for the live running of Digital Services within DWP Operations, and delivering activities that will transform DWP from a telephony and face to face business to one where online channels become the contact method of choice for our customers, where appropriate. We achieve this by driving the continuous improvement of the services and ensuring that customers and claimants are aware of the digital services we provide.",Department for Work and Pensions,Department for Work and Pensions,Operations - Network Services,0207 449 5173,correspondence@dwp.gsi.gov.uk,DWP19,1685829.53,1.0,75000,79999,0,Operational Delivery,,1
51,DWP2,N/D,SCS1,Acting Head of Contact Centres,"Accountable for delivery of all performance targets balanced with the needs of customers and Treasury efficiency measures. Contribute to the Department’s significant efficiency challenge through management of estates, resource, process and technology change and optimisation.  Develop & deliver operational & change implementation plans, based in a digital environment, moving the organisation to a multi channel service.  Identify and mitigate operational risks.  Understand & communicate telephony, digital & contact centre end to end system & the enablers to deliver a quality customer experience & value for money.  Understand technology development & understand how other similar organisations & outsourcers are improving multi-channel customer facing services.  Develop & promote business cases, at Ministerial level, for strategic change pilots & projects via Operational Excellence Team.  Develop & drive the right key performance indicators to improve the customer experience & facilitate the required channel switch.",Department for Work and Pensions,Department for Work and Pensions,Operations - Network Services,0207 449 5173,correspondence@dwp.gsi.gov.uk,DWP19,107339113.23,1.0,50000,54999,0,Operational Delivery,,1
52,DWP59,Andy Nelson,SCS3,DWP IT Director General & Chief Information Officer,"Organise, direct & manage the Information Technology enablers for major business & operational initiatives of the Department for Work and Pensions.",Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP135,1643628.19,1.0,175000,179999,0,Information Technology,,1
53,DWP265,Jonathan Lindley,SCS2,"Director, Programme & Project Core Services, DWP IT","Accountable for delivery of consistent core services to IT Project Managers in DWP, and for liaison with Business Change Directors.",Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP59,0.0,1.0,125000,129999,0,Information Technology,,1
54,DWP76,Steve Riley,SCS2,Head of IT Project Delivery,"Accountable to the Customer Businesses for the provison of all IT services. Accountable to Customer Bsuinesses and DWO CIO to ensure that IT Budgets are spent appropriately. Accountable for managing the demand from the Customer  Business. Working in collboration with CIT supply side directors, is accountable for ensuring that IT performance meets Customer expectations & agreed service levels & targets.",Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP59,283194.0,1.0,100000,104999,0,Information Technology,,1
55,DWP77,Kenny Robertson,SCS2,IT Director ,"Accountable for: DWP IT Strategy and Architecture and financial, delivery and operational performance of IT systems and services of; corporate business; Shared Services; and DWP Cross-Government IT systems and services.",Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP59,1540375.12,1.0,135000,139999,0,Information Technology,,1
56,DWP79,Mike Truran,SCS2,Corporate IT Service Delivery Director,"The Service Delivery Director takes overall leadership and accountability for the success of DWP IT services by defining, maintaining and improving those services, managing the overall performance and supporting and assuring delivery of new services. Manages stakeholder requirements via best value from the Department’s suppliers and delivery of a modern IT operations capability and industry standard best practice.",Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP59,260658.3,1.0,130000,134999,0,Information Technology,,1
57,DWP68,Vacant,SCS2,Group Applications Director,"Ensure the development and delivery of all IT application developments for the DWP Group to time, cost and quality. Application development spend has a typical annual budget range of between £200m to £400m.",Department for Work and Pensions,Department for Work and Pensions,Corporate IT,,,DWP59,0.0,1.0,0,0,0,Information Technology,,1
58,DWP47,N/D,SCS1,Deputy Director Corporate IT Application Delivery Centre,Lead the Solution Design & Requirement Management function of Corporate IT. Manage the Solution Design for all Application Delivery Centre projects and programmes. Assure the architecture on the portfolio of business critical programmes/projects within DWP. Manage the DWP application roadmap and application asset inventory. Responsible for Requirement Management setting across application delivery area. ,Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP68,3295939.72,1.0,80000,84999,0,Information Technology,,1
59,DWP48,N/D,SCS1,Deputy Director IT,Manage supplier performance for the Information Technology strand of the Automated Service Delivery and Digitalisation Programme of Work.,Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP68,1018072.9,1.0,80000,84999,0,Information Technology,,1
60,DWP276,N/D,SCS1,Deputy Director IT,"Deputy Director SCSPB1 within DWP IT Project Directorate (ITPD) on the Fraud and Error   Programme. Responsibilities include delivery of the Integrated Risk Intelligence Service   (IRIS), Referrals Management / Case Management and DWP Strategic Data Warehouse solutions to support a reduction in Fraud and Error within DWP through greater detection of existing fraud and error, improved referrals capability to investigate fraud to resolution;   and support the wider Welfare Reform Agenda including underpinning fraud prevention for the full solution for Universal Credit. ",Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP76,2326256.83,1.0,65000,69999,0,Information Technology,,1
61,DWP270,N/D,SCS1,Universal Credit IT Deputy Director,Delivery of IT infrastructure & security capabilities is support of Universal Credit,Department for Work and Pensions,Department for Work and Pensions,Corporate IT,0207 449 7892,pmd.planningandperformance@dwp.gsi.gov.uk,DWP76,237379.0,1.0,70000,74999,0,Information Technology,,1
