,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
10,HO_EBCC001,Tony Grayling,SCS2,Head of Climate Change & Communities,"To provide a central focus for Environment Agency policy work, including national policy on climate change, housing, planning, local and regional policy issues, and environmental assessment. We drive the development and promotion of sound, influential environmental policy that contributes to sustainable development. This requires us to take an integrated view of the organisation's work, drawing on a range of policy and practical expertise and also considering the social and economic dimensions of work.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Climate Change and Communities,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBD001v2,480820.0,1.0,90000,94999,0,Operational Delivery,,1
11,HO_EBLW001,Ian Barker,SCS2,Head of Land & Water,"Leads policy work on the quality and management of land, water and in particular biodiversity, freshwater fisheries, the marine environment.  This includes River Basin Management Plans (which set out arrangements for delivering good ecological conditions for water and wetlands as part of the Water Framework Directive).","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Land & Water Quality,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBD001v2,423253.0,1.0,95000,99999,0,Operational Delivery,,1
12,HO_EBRI001,Harvey Bradshaw,SCS2,Head of Regulated Industry,"Accountable for regulation across the E&B business. This includes permitting, compliance monitoring and better regulation approaches designed to achieve objectives at lower cost. It provides the focal point for relationships with companies and trade bodies dealing with waste management, industrial production (such as cement and metals), combustion (such as waste to energy), energy generation and nuclear power. It is also the focal point for government departments dealing with regulation, waste, sustainable consumption and production, air quality and radioactive substances.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Regulated Industry,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBD001v2,358431.0,1.0,90000,94999,0,Operational Delivery,,1
13,HO_EBSD001v2,Stephen Killeen,SCS2,Head of Strategic Development and Innovation,Provide the strategic direction and leadership on fundamentally reshaping the Environment Agency‘s business model. Ensure that current and planned activities deliver appropriate resource allocations to meet internal/external priorities. Provide Directors with radical options on how to most effectively and efficiently use resources in 2010 and beyond.,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Strategic Development and Innovation,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBD001v2,506310.0,1.0,105000,109999,0,Programme and Project Management (PPM),,1
14,HO_EVED1006,Catherine Fileman-Wright,SCS2,"Head of Evidence Planning, Assessment and Reporting","Ensures the achievement of the Vision and Mission of the Evidence Directorate by leading the effective and efficient delivery of a suite of national planning, assessment and reporting activities and delivery of the professional Economics and Social Science service to the organisation in order to improve the evidence base underpinning our corporate strategies and policies.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Evidence - Evidence Planning Assessment and Reporting,8708506506.0,enquiries@environment-agency.gov.uk,HO_EVED1003v2,1574058.0,1.0,85000,89999,0,Planning,,1
15,HO_EVED1004,Douglas Wilson,SCS2,Head of Scientific and Evidence Services,"Ensures the achievement of the Vision and Mission of the Evidence Directorate by leading the effective and efficient delivery of a suite of national scientific, monitoring, data and evidences services to improve the quality of the evidence underpinning our corporate strategies and policies.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Evidence - Scientific and Evidence Services,8708506506.0,enquiries@environment-agency.gov.uk,HO_EVED1003v2,419429.0,1.0,85000,89999,0,Operational Delivery,,1
16,HO_FCRM1006,Ken Allison,SCS2,Head of Allocation & Asset Management,"Accountable for setting the overall strategy, vision and culture for the FCRM business.  Demonstrates and drives Corporate Leadership throughout the organisation to achieve the goals of the Environment Agency. 

Influences, advises and engages with external national stakeholders at the highest level (e.g. Department for Environment, Farming and Rural Affairs (DEFRA), Welsh Assembly Government (WAG), Cabinet Office, Local Government Associations, Natural England, National Trust, National Farmers Union, professional institutions and National Audit Office).

Responsible for delivering specific FCRM and Incident Management outcomes in order to effectively manage flood and coastal risks, protect people and property and the environment.
","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Flood and Coastal Risk Management - Allocation and Asset Management,8708506506.0,enquiries@environment-agency.gov.uk,HO_FCRM1001v2,221274.0,1.0,90000,94999,0,Science and Engineering,,1
17,HO_FCRM1005,John Curtin,SCS2,Head of Incident Management,"Accountable for setting the overall strategy, vision and culture for the FCRM business.  Demonstrates and drives Corporate Leadership throughout the organisation to achieve the goals of the Environment Agency. 

Influences, advises and engages with external national stakeholders at the highest level (e.g. Department for Environment, Farming and Rural Affairs (DEFRA), Welsh Assembly Government (WAG), Cabinet Office, Local Government Associations, Natural England, National Trust, National Farmers Union, professional institutions and National Audit Office).

Responsible for delivering specific FCRM and Incident Management outcomes in order to effectively manage flood and coastal risks, protect people and property and the environment.
","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Flood and Coastal Risk Management - Incident Management,8708506506.0,enquiries@environment-agency.gov.uk,HO_FCRM1001v2,369739.0,1.0,80000,84999,0,Operational Delivery,,1
18,HO_FCRM1004,Peter Fox,SCS2,Head of Strategy & Investment,"Accountable for setting the overall strategy, vision and culture for the FCRM business.  Demonstrates and drives Corporate Leadership throughout the organisation to achieve the goals of the Environment Agency. 

Influences, advises and engages with external national stakeholders at the highest level (e.g. Department for Environment, Farming and Rural Affairs (DEFRA), Welsh Assembly Government (WAG), Cabinet Office, Local Government Associations, Natural England, National Trust, National Farmers Union, professional institutions and National Audit Office).

Responsible for delivering specific FCRM and Incident Management outcomes in order to effectively manage flood and coastal risks, protect people and property and the environment.
","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Flood and Coastal Risk Management - Strategy and Investment,8708506506.0,enquiries@environment-agency.gov.uk,HO_FCRM1001v2,286729.0,1.0,80000,84999,0,Science and Engineering,,1
19,HO_FIN1023,Phillip Winrow,SCS2,Head of Business Finance,"Leadership role responsible for ensuring that the business has the resources to achieve the priority outcomes and delivery of projects across a wide range of the Environment Agency's roles.  Provision of specialist finanical services to the Environment Agency and Defra including charging, State Aid, External Funding and Grants.  Significant role liaising with Government and Communities. ","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Finance - Business Finance,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHF008v2,1032070.0,1.0,75000,79999,0,Finance,,1
20,HO_CIS1001,Christopher Howes,SCS2,Head of CIS,Leads the teams that deliver the Environment Agency's information and communicaitons technology strategy and implementation.  Acts as the lead advisor to the Agency's senior managers and internal stakeholders to ensure sound and value for money decisions are made in the utilitsation of its IT assets and services and in the development and adoption of new applications and technologies.,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Finance - Corporate Information Services,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHF008v2,497648.0,1.0,95000,99999,0,Information Technology,,1
21,HO_FIN1016v2,Robert Branson,SCS2,Head of Financial Management,To lead and deliver financial management and financial advice across the Environment Agency and support the Director of Finance and Chief Executive (Accounting Officer) in ensuring the financial affairs of the Environment Agency. ,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Finance - Financial Management,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHF008v2,280905.0,1.0,95000,99999,0,Finance,,1
22,HO_LE1003,Peter Kellett,SCS2,Head of Legal,"To manage the Legal Services team (including lawyers in national office, the Regional teams,  the Chief Prosecutor and Serious Casework Group) to provide an expert and enabling legal function for the Environment Agency, covering advice, drafting and criminal and civil litigation.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Legal,8708506506.0,enquiries@environment-agency.gov.uk,HO_HR136v2,2130419.0,1.0,80000,84999,0,Law,,1
23,HO_NOPS1006,Miles Jordan,SCS2,Head of Asset Operational Services,"Accountable for setting the overall strategy, vision and culture for the FCRM business.  Demonstrates and drives Corporate Leadership throughout the organisation to achieve the goals of the Environment Agency. 

Influences, advises and engages with external national stakeholders at the highest level (e.g. Department for Environment, Farming and Rural Affairs (DEFRA), Welsh Assembly Government (WAG), Cabinet Office, Local Government Associations, Natural England, National Trust, National Farmers Union, professional institutions and National Audit Office).

Responsible for delivering specific FCRM and Incident Management outcomes in order to effectively manage flood and coastal risks, protect people and property and the environment.
","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - National Operations - Asset Operational Services,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHO002v7,1040051.0,1.0,90000,94999,0,Science and Engineering,,1
24,HO_NHO002v7,Mark Sitton - Kent,SCS2,Deputy Director of Operations,"To provide strategic leadership and direction to (the) key national operational services/service units, ensuring they are aligned to and collectively reflect the priorities of the Corporate Strategy, driving continuous improvement in the way business operates. Providing a strategic focus for quality assurance, performance monitoring and assessment and operational efficiency programmes. ","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Operations - Deputy Director of Operations,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHO000v3,467860.0,1.0,105000,109999,0,Operational Delivery,,1
25,HO_HR00100v3,Paul Woodcock,SCS2,"Head of Corporate Assets, Safety, Health and Environment","Deliver the health, safety and wellbeing strategy for the organisation, influencing Directors and senior management to ensure the strategy is positioned and integrated effectively into the business, to support the changing needs of the organisation and be the best we can. Deliver the organisation’s internal environment management strategy to improve performance and minimise environmental impact.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Resources - Corporate Assets - Head,8708506506.0,enquiries@environment-agency.gov.uk,HO_HR136v2,3883698.0,1.0,105000,109999,0,Property and asset management,,1
26,HO_HR0001v2,Diana Chaloner,SCS2,Head of Human Resources,"To advise and support Directors and the Board in managing the people risks associated with effective delivery of Corporate outcomes now and in the future. To lead and develop the Environment Agency’s people strategy ensuring our workforce is motivated with the right people equipped with the necessary skills in the right place at the right time in order to optimise their productivity in delivering our Corporate outcomes. To lead the HR function which in providing professional advice and support to the business, ensuring the delivery of a customer focussed, right first time, fit for purpose and cost effective service to meet changing business needs.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Resources - Human Resources,8708506506.0,enquiries@environment-agency.gov.uk,HO_HR136v2,415710.0,1.0,90000,94999,0,Human Resources,,1
27,MD_EMMX001v3,Sarah Fowler,SCS2,Director,"Provide strategic direction in the protection and enhancement of the environment in the business unit and contribute to protect and enhance the environment across England and Wales, within the scope of Environment Agency responsibility and influence.","Department for Environment, Food and Rural Affairs",Environment Agency,Midlands - Midlands Office,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHO000v3,395678.0,1.0,85000,89999,0,Operational Delivery,,1
28,NE_XMT01v2,David Dangerfield,SCS2,Director,"Provide strategic direction in the protection and enhancement of the environment in the business unit and contribute to protect and enhance the environment across England and Wales, within the scope of Environment Agency responsibility and influence.","Department for Environment, Food and Rural Affairs",Environment Agency,North East - North East Office,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHO000v3,305152.0,1.0,100000,104999,0,Operational Delivery,,1
29,NW_EARDv3,Stephen Moore,SCS2,Director,"Provide strategic direction in the protection and enhancement of the environment in the business unit and contribute to protect and enhance the environment across England and Wales, within the scope of Environment Agency responsibility and influence.","Department for Environment, Food and Rural Affairs",Environment Agency,North West - North West Office,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHO000v3,360500.0,1.0,85000,89999,0,Operational Delivery,,1
30,SE_RLT00000,Howard Davidson,SCS2,Director,"Provide strategic direction in the protection and enhancement of the environment in the business unit and contribute to protect and enhance the environment across England and Wales, within the scope of Environment Agency responsibility and influence.","Department for Environment, Food and Rural Affairs",Environment Agency,South East - South East Office,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHO000v3,530440.0,1.0,120000,124999,0,Operational Delivery,,1
31,SW_RA1000v4,Richard Cresswell,SCS2,Director,"Provide strategic direction in the protection and enhancement of the environment in the business unit and contribute to protect and enhance the environment across England and Wales, within the scope of Environment Agency responsibility and influence.","Department for Environment, Food and Rural Affairs",Environment Agency,South West - South West Office,8708506506.0,enquiries@environment-agency.gov.uk,HO_NHO000v3,346715.0,1.0,105000,109999,0,Operational Delivery,,1
32,AN_EACA001v2,N/D,SCS1,Head of Function - Operations Anglian,Lead and manage all aspects of business and people related activity in the Area in order to ensure the corporate business plan is delivered at local level. Contribute to the leadership and progress of the Local  Business Unit as a member of its Management,"Department for Environment, Food and Rural Affairs",Environment Agency,Anglian - Central,8708506506.0,enquiries@environment-agency.gov.uk,AN_EARA001v3,8157242.0,1.0,0,0,0,Operational Delivery,,1
33,AN_EAEA006,N/D,SCS1,Head of Function - Operations Anglian,Lead and manage all aspects of business and people related activity in the Area in order to ensure the corporate business plan is delivered at local level. Contribute to the leadership and progress of the Local Business Unit as a member of its Management Team.,"Department for Environment, Food and Rural Affairs",Environment Agency,Anglian - Eastern,8708506506.0,enquiries@environment-agency.gov.uk,AN_EARA001v3,9936001.0,1.0,0,0,0,Operational Delivery,,1
34,AN_FCRM1001,N/D,SCS1,Head of Function - Operations Anglian,Lead and manage all aspects of business and people related activity in the Area in order to ensure the corporate business plan is delivered at local level. Contribute to the leadership and progress of the Region as a member of the Regional Management Team.,"Department for Environment, Food and Rural Affairs",Environment Agency,Anglian - Flood and Coastal Risk Management,8708506506.0,enquiries@environment-agency.gov.uk,AN_EARA001v3,1323818.0,1.0,0,0,0,Science and Engineering,,1
35,AN_EANA001v2,N/D,SCS1,Head of Function - Operations Anglian,Lead and manage all aspects of business and people related activity in the Area in order to ensure the corporate business plan is delivered at local level. Contribute to the leadership and progress of the Local Business Unit as a member of its Management Team.,"Department for Environment, Food and Rural Affairs",Environment Agency,Anglian - Northern,8708506506.0,enquiries@environment-agency.gov.uk,AN_EARA001v3,9551910.0,1.0,0,0,0,Operational Delivery,,1
36,AN_REP1000v2,N/D,SCS1,Head of Function - Operations Anglian,"Influencing partners and other organisations to put the environment at the heart of decision making. It means using   knowledge of the environment and high-quality communications to change behavi s, from farmers to local authorities","Department for Environment, Food and Rural Affairs",Environment Agency,Anglian - Anglian Office - Environment Performance Manager,8708506506.0,enquiries@environment-agency.gov.uk,AN_EARA001v3,2363159.0,1.0,0,0,0,Operational Delivery,,1
37,HO_CED206,N/D,SCS1,Head of Function - Chief Executive's Directorate,"Lead on the national strategic approach to Government reviews, Parliamentary, Government and sponsorship relationships by influencing and troubleshooting, up to Director General level, in order to build   reputation and influence environmental policy change","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Chief Executive's Directorate - Business Improvements,8708506506.0,enquiries@environment-agency.gov.uk,HO_CED201v4,1173807.0,1.0,0,0,0,Planning,,1
38,HO_CED205v2,N/D,SCS1,Head of Function - Chief Executive's Directorate,Makes sure we achieve   Corporate Strategy and to enable the business to make effective decisions.,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Chief Executive's Directorate - Corporate Planning and Performance,8708506506.0,enquiries@environment-agency.gov.uk,HO_CED201v4,488792.0,1.0,0,0,0,Planning,,1
39,HO_CED204,N/D,SCS1,Head of Function - Chief Executive's Directorate,"Developing Corporate Strategy and monitoring its' implementation; working with government, other agencies and partners on environment strategy; working with Europen Union partners of future environment strategy in Europe ","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Chief Executive's Directorate - Environment Strategy,8708506506.0,enquiries@environment-agency.gov.uk,HO_CED201v4,0.0,1.0,0,0,0,Operational Delivery,,1
40,HO_CED353,N/D,SCS1,Head of Function - Chief Executive's Directorate,Part of a temporary small team developing our responses to the Triennial and Spending Reviews and ensuring the new corporate plan fully encompasses all of this thinking.,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Chief Executive's Directorate - Fit for the Future Review,8708506506.0,enquiries@environment-agency.gov.uk,HO_CED318,100627.0,1.0,0,0,0,Programme and Project Management (PPM),,1
41,HO_CED300,N/D,SCS1,Head of Function - Chief Executive's Directorate,"Lead a multi-disciplined team to deliver a strategic programme of work in order to give assurance to the Audit Committee on the adequacy and effectiveness of risk management, control and governance in the Environment Agency.  Provide specific assurance on the control framework within the Environment Agency through producing and presenting Annual / Interim Opinions to the Accounting Officer (Chief Executive), Directors and Board (through the Audit and Risk Committee) in order to support the Environment Agency in the achievement of its corporate strategy and ensure the board is able to discharge its Governance responsibilities.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Chief Executive's Directorate - Internal Audit,8708506506.0,enquiries@environment-agency.gov.uk,HO_CED001v2,243389.0,1.0,0,0,0,Internal Audit,,1
42,HO_CED003v2,N/D,SCS1,Head of Function - Chief Executive's Directorate,"Ensure that the Environment Agency has a range of effective and up to date communications channels/vehicles to carry persuasive messages to audiences who can best help us deliver environmental outcomes. In particular, develop and lead the Environment Agency’s media relations, digital communication, publishing, events and marketing/PR operations. Also lead the development and implementation of a strategy to protect and enhance the Environment Agency’s reputation/brand.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Chief Executive's Directorate - Media & Corporate Comms,8708506506.0,enquiries@environment-agency.gov.uk,HO_CED201v4,1866719.0,1.0,0,0,0,Communications,,1
43,HO_CED207v3,N/D,SCS1,Head of Function - Chief Executive's Directorate,"Provide confidential advice to the Directors Team and Environment Agency Board on strategic issues including governance, engagement, and government and committee relations to enable the Environment Agency to operate in a safe, innovative and efficient manner.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Chief Executive's Directorate - Strategic Co-ordionation - Rio,8708506506.0,enquiries@environment-agency.gov.uk,HO_CED201v4,1069900.0,1.0,0,0,0,Programme and Project Management (PPM),,1
44,HO_EBCC003,N/D,SCS1,Head of Function - Environment and Business,"To provide a central focus for Environment Agency policy work, including national policy on climate change, housing, planning, local and regional policy issues, and environmental assessment. We drive the development and promotion of sound, influential environmental policy that contributes to sustainable development. This requires us to take an integrated view of the organisation's work, drawing on a range of policy and practical expertise and also considering the social and economic dimensions of   work.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Climate Change and Communities - Climate Change,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBCC001,1135067.0,1.0,0,0,0,Operational Delivery,,1
45,HO_EBCC004,N/D,SCS1,Head of Function - Environment and Business,"To provide a central focus for Environment Agency policy work, including national policy on climate change, housing, planning, local and regional policy issues, and environmental assessment. We drive the development and promotion of sound, influential environmental policy that contributes to sustainable development. This requires us to take an integrated view of the organisation's work, drawing on a range of policy and practical expertise and also considering the social and economic dimensions of work.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Climate Change and Communities - Sustainable Places,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBCC001,761238.0,1.0,0,0,0,Operational Delivery,,1
46,HO_EBLW005,N/D,SCS1,Head of Function - Environment and Business,"The Environment Agency has a statutory duty to maintain, improve and develop freshwater and migratory fisheries. This role is guided by the government to:conserve freshwater and migratory fish stocks; increase the contribution that fishing can make to the economy, especially in low income areas and enhance the social value of fishing","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Land & Water Quality - Fisheries & Biodiversity,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBLW001,874881.0,1.0,0,0,0,Operational Delivery,,1
47,HO_EBLW003,N/D,SCS1,Head of Function - Environment and Business,"The team leads  policy work on the quality and management of land, water and in particular biodiversity, freshwater fisheries, the marine environment.  This includes River Basin Management Plans (which set out arrangements for delivering good ecological conditions for water and wetlands as part of the Water Framework Directive).","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Land & Water Quality,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBLW001,1694371.0,1.0,0,0,0,Operational Delivery,,1
48,HO_EBLW006,N/D,SCS1,Head of Function - Environment and Business,The Business Change Manager will ensure that the Water Framework Directive (WFD) is implemented in all local Business Units and Head Office in a way that optimises the benefits to the business.  ,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Land & Water Quality - Water Framework Directive,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBLW001,1014330.0,1.0,0,0,0,Operational Delivery,,1
49,HO_EBLW004,N/D,SCS1,Head of Function - Environment and Business,Leading on water management work to make a positive difference to the quality of life in England and Wales.,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Land & Water Quality - Water Resources,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBLW001,0.0,1.0,0,0,0,Operational Delivery,,1
50,HO_EBPD008v2,N/D,SCS1,Head of Function - Environment and Business,"To provide leadership and direction for the Environment Agency’s work To manage bathing water quality and to ensure that the Water, Land and Biodiversity Head of Business plan is developed, communicated and reviewed in an integrated way","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Bathing Waters,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBLW001,1694728.0,1.0,0,0,0,Operational Delivery,,1
51,HO_EBRI006,N/D,SCS1,Head of Function - Environment and Business,"Accountable for ensuring that we build on better regulation approach by working with government, regulated industry and other interested parties to achieve environmental objectives at lower cost.  This will be achieved by improving   approaches to permitting, permit compliance, voluntary measures, via government- improved regulation and better, more customer-focused advice and guidance","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Regulated Industry - Future Regulation,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBRI001,801242.0,1.0,0,0,0,Operational Delivery,,1
52,HO_EBRI003,N/D,SCS1,Head of Function - Environment and Business,"Responsible for identifying and tackling illegal waste operators, and for providing specialist advice on waste regulation and waste streams.  This remit extends to a complex variety of regulations such as those covering the trans-boundary movement of waste, producer responsibility (such as vehicles, electronic equipment and batteries) and transport and treatment of hazardous waste.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Regulated Industry - Illegal & Waste,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBRI001,1298422.0,1.0,0,0,0,Operational Delivery,,1
53,HO_EBRI005,N/D,SCS1,Head of Function - Environment and Business,"Improve the way we deal with applications about the use of radioactive material, the disposal of radioactive waste and the way that we assess the compliance of those we regulate.","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Regulated Industry - Radioactive Substances Regulation,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBRI001,743266.0,1.0,0,0,0,Operational Delivery,,1
54,HO_EBRI004,N/D,SCS1,Head of Function - Environment and Business,"Deal with permit issue, compliance and enforcement.  They develop and maintain influential relationships with a wide range of customers on the regulation of major installations; chemical plants; industrial sectors such as cement; landfill sites; composting; anaerobic digestion; secondary metals; treatment; recovery; and hazardous waste storage. ","Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Regulated Industry - Site Based Regulation,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBRI001,1332529.0,1.0,0,0,0,Operational Delivery,,1
55,HO_EBSD016,N/D,SCS1,Head of Function - Environment and Business,Leads on change and directorate-level organisational design activities within the E&B Directorate.,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Strategic Development and Innovation,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBSD001v2,0.0,1.0,0,0,0,Programme and Project Management (PPM),,1
56,HO_EBSD002v3,N/D,SCS1,Head of Function - Environment and Business,Lead the delivery of Organisational Change activities across the Environment Agency to meet current and future challenges within the Environment Agency.,"Department for Environment, Food and Rural Affairs",Environment Agency,Head Office - Environment and Business - Strategic Development and Innovation - Business Management,8708506506.0,enquiries@environment-agency.gov.uk,HO_EBSD001v2,1166539.0,1.0,0,0,0,Programme and Project Management (PPM),,1
