,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
10,24028,Jeremy Pocklington,SCS2,"Director, Enterprise & Growth Unit (EGU)",Responsible for Expenditure and Policy on Growth-Related Services and Business,Her Majesty's Treasury,HM Treasury,Enterprise and Growth,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24043,0.0,1.0,85000,89999,0,Policy,,1
11,24029,Tamara Finkelstein,SCS2,"Director, Public Services",Responsible for Oversight of Major Public Service Expenditure,Her Majesty's Treasury,HM Treasury,Public Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24043,0.0,0.9,75000,79999,0,Policy,Part Time 0.9 FTE,1
12,24030,Beth Russell,SCS2,"Director, Personal Tax, Welfare and pensions Group","Responsible for Personal Tax, Welfare, Labour Market policy, HMRC/DWP Expenditure, Pensions and Savings, and Distributional Analysis.",Her Majesty's Treasury,HM Treasury,"Personal Tax, Welfare and Pensions",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24042,0.0,1.0,80000,84999,0,Policy,,1
13,24031,Lindsey Fussell,SCS2,"Director, Public Services",Responsible for Oversight of Major Public Service Expenditure,Her Majesty's Treasury,HM Treasury,Public Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24043,0.0,0.89,75000,79999,0,Policy,Part Time 0.9 FTE,1
14,24032,Peter Curwen,SCS2,Director Europe ,Responsible for Europe Finance,Her Majesty's Treasury,HM Treasury,International and EU,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23165,0.0,1.0,90000,94999,0,Policy,,1
15,24033,Lowri Khan,SCS2,Director Financial Stability,"Responsible to monitor, contingency plan and intervene were necessary in situations of financial stability; and to manage the legacy of the financial sector interventions the Government has already undertaken.",Her Majesty's Treasury,HM Treasury,Financial Stability,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24775,0.0,1.0,85000,89999,0,Policy,,1
16,24036,James Bowler,SCS2,Director Strategy Planning and Budget,"Responsible for defining forward strategy, work programme, the budget, and short-term priority policy projects",Her Majesty's Treasury,HM Treasury,"Strategy, Planning and  Budget",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24042,0.0,1.0,90000,94999,0,Policy,,1
17,24038,Geoffrey Spence,SCS2,"Chief Executive, Infrastructure UK","Responsible for growth-related policy and expenditure, includes infrasture stratgy and delivery, and public private partnerships.",Her Majesty's Treasury,HM Treasury,Infrastructure UK (IUK),020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23164,4060509.0,1.0,170000,174999,0,Policy,,1
18,24040,Nikhil Rathi,SCS2,Director of Financial Services,Responsible for Financial Services Regulatory Framework and Financial Markets Policy Issues,Her Majesty's Treasury,HM Treasury,Financial Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24775,0.0,1.0,85000,89999,0,Policy,,1
19,24058,Shona Riach,SCS2,Director International,Responsible for advancing the UK's economic and financial interests,Her Majesty's Treasury,HM Treasury,International and EU,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23165,0.0,1.0,85000,89999,0,Policy,,1
20,24059,James Richardson,SCS2,"Director, Fiscal Policy","Responsible for Fiscal strategy, funding, and dept management, and montoring fiscal position.",Her Majesty's Treasury,HM Treasury,Fiscal,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24041,0.0,1.0,85000,89999,0,Policy,,1
21,24062,Alison Cottrell,SCS2,Director of Corporate Services,"Responsible for HR and Corporate Change Management,developing corporate policies and processes",Her Majesty's Treasury,HM Treasury,Corporate Centre ,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,0.0,0.5,45000,49999,0,Policy,Split Job 0.5 FTE,1
22,24064,Alison Cottrell,SCS2,Director of Financial Services,Responsible for Financial Services Regulatory Framework and Financial Markets Policy Issues,Her Majesty's Treasury,HM Treasury,Financial Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24775,0.0,0.5,45000,49999,0,Policy,Split Job 0.5 FTE,1
23,24596,Stephen Field,SCS2,Director IMF,Responsible for IMF,Her Majesty's Treasury,HM Treasury,International and EU,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23165,0.0,1.0,80000,84999,0,Policy,,1
24,21007,James Ballingall,SCS1A,"Deputy Director, Head of Assurance and International",Responsible for providing assurance in major projects,Her Majesty's Treasury,HM Treasury,Assurance & International,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24038,0.0,1.0,185000,189999,0,Policy,Not graded so allocated SCS1A,1
25,0,N/D,SCS1,Not In Post,,Her Majesty's Treasury,HM Treasury,,,public.enquiries@hmtreasury.gsi.gov.uk,24033,0.0,1.0,0,0,0,Policy,Out of Department,1
26,23950,N/D,SCS1,"Deputy Director, Exchequer Funds and Accounts",Responsible for Exchequer Funds and Accounts,Her Majesty's Treasury,HM Treasury,Exchequer Funds and Accounts,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24059,782676.0,1.0,0,0,0,Economics,,1
27,23953,N/D,SCS1,"Deputy Director, Transport Regulation and Competition",Responsible for Transport Regulation and Competition,Her Majesty's Treasury,HM Treasury,Transport Regulation and Competition,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24028,350809.0,1.0,0,0,0,Economics,,1
28,23954,N/D,SCS1,"Deputy Director, Corporate Finance, Business, Innovation and Skills","Responsible for Corporate Finance, Business, Innovation and Skills",Her Majesty's Treasury,HM Treasury,"Corporate Finance, Business, Innovation & Skills",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24028,537094.0,1.0,0,0,0,Policy,,1
29,23955,N/D,SCS1,"Deputy Director, Government Economics and Social Research",Responsible for Government Economics and Social Research,Her Majesty's Treasury,HM Treasury,Government Economic & Social Research Unit,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24041,389408.527778,1.0,0,0,0,Social Research,,1
30,23957,N/D,SCS1,"Deputy Director, Economic Assessment",Responsible for ensuring the Economics Group supports policy advice and development across HMT,Her Majesty's Treasury,HM Treasury,Economic Assessment,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24041,639182.0,1.0,0,0,0,Economics,,1
31,23959,N/D,SCS1,Deputy Director Group Finance,"Responsible for management of Treasury Group financial resources, budgeting and controls and finance operations including invoicing and payment of suppliers.",Her Majesty's Treasury,HM Treasury,Group Finance,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24025,1130928.41389,1.0,0,0,0,Finance,,1
32,23960,N/D,SCS1,"Deputy Director, Workforce Pay and Pensions",Responsible for Workforce Pay and Pensions,Her Majesty's Treasury,HM Treasury,Workforce Pay and Pensions Team,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24024,814850.7,1.0,0,0,0,Policy,,1
33,23962,N/D,SCS1,"Deputy Director, Government Financial Reporting",Responsible for Government Financial Reporting,Her Majesty's Treasury,HM Treasury,Government Financial Reporting,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24024,954814.0,1.0,0,0,0,Policy,,1
34,23964,N/D,SCS1,"Deputy Director, Joint Workspace Solutions","Responsible for Managing Business Processes, Systems, Contracts and Service Delivery, ICT and Estates Infrastructure and Sustainability, Information and Knowledge Management, Business Continuity and Departmental Security",Her Majesty's Treasury,HM Treasury,Joint Workplace solutions,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24025,2412225.47778,1.0,0,0,0,Information Technology,,1
35,23965,N/D,SCS1,"Deputy Director, Internal Audit for the Treasury and DECC",Responsible for Internal Audit and OSCAR,Her Majesty's Treasury,HM Treasury,Treasury Group Internal Audit,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24025,0.0,0.8,0,0,0,Policy,Part Time 0.8 FTE,1
36,23966,N/D,SCS1,"Deputy Director, Corporate Tax",Responsible for Policy on Corporate and Financial Sector Taxation,Her Majesty's Treasury,HM Treasury,Corporate Tax ,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24027,687397.511111,1.0,0,0,0,Policy,,1
37,23967,N/D,SCS1,"Deputy Director, Enviroment and Transport Tax",Responsible Enviroment and Transport Tax,Her Majesty's Treasury,HM Treasury,Environmental And Transport Tax,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24027,491344.0,1.0,0,0,0,Policy,,1
38,23968,N/D,SCS1,"Deputy Director Welfare, Spending and Reform","Responsible for employment and welfare policy for working age, DWP and welfare expenditure",Her Majesty's Treasury,HM Treasury,Welfare Spending and Reform,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24030,682649.8,1.0,0,0,0,Policy,,1
39,23976,N/D,SCS1,"Deputy Director, Treasury Officer of Accounts",Responsible for Treasury Officer of Accounts,Her Majesty's Treasury,HM Treasury,Treasury Officer of Accounts,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24031,428748.166667,1.0,0,0,0,Policy,,1
40,23979,N/D,SCS1,Deputy Director ,"Responsible for, UK alternate Director to EBRD",Her Majesty's Treasury,HM Treasury,EBRD Alternate,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24032,0.0,1.0,0,0,0,Policy,,1
41,23983,N/D,SCS1,"Deputy Director, Interventions Management",Responsible for Interventions Management,Her Majesty's Treasury,HM Treasury,Interventions Management,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24030,0.0,1.0,0,0,0,Policy,Temporary assignment until mid November,1
42,23984,N/D,SCS1,"Deputy Director, Ministerial Support",Responsible for Ministerial Support,Her Majesty's Treasury,HM Treasury,Chancellors Office,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,1745671.24167,1.0,0,0,0,Policy,,1
43,23986,N/D,SCS1,"Deputy Director,Public Services",Responsible for Directors Office Public Services,Her Majesty's Treasury,HM Treasury,Directors Office Public Services,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24029,0.0,1.0,0,0,0,Policy,,1
44,23987,N/D,SCS1,"Deputy Director, Fiscal Statistics and Policy",Responsible for Fiscal Statistics and Policy,Her Majesty's Treasury,HM Treasury,Directors Office Fiscal,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24059,792543.0,1.0,0,0,0,Policy,,1
45,23989,N/D,SCS1,"Deputy Director, EU Institutions and Policy","Respobsible for co-ordination of EU policy, economic reform and governance",Her Majesty's Treasury,HM Treasury,European Institutions and Policy,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24032,595651.0,1.0,0,0,0,Policy,,1
46,23995,N/D,SCS1,"Deputy Director, Banking and Credit Team","Responsible for policy on business and consumer lending, mortgages and funding, retail banking issues, payment services and mutual financial institutions.",Her Majesty's Treasury,HM Treasury,Banking & Credit,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24064,763919.0,1.0,0,0,0,Policy,,1
47,23998,N/D,SCS1,"Deputy Director, Banking and Financial Services Analysis",Responsible for Banking and Financial Services Analysis,Her Majesty's Treasury,HM Treasury,Banking & Financial Sector Analysis,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24040,467920.0,1.0,0,0,0,Policy,,1
48,23999,N/D,SCS1,"Deputy Director, Securities and Markets",Responsible for Securties and Markets,Her Majesty's Treasury,HM Treasury,Securities & Markets,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24040,657933.0,1.0,0,0,0,Policy,,1
49,24000,N/D,SCS1,"Deputy Director, Pensions and Savings Team","Responsible for policy and strategy on state pensions, other support for pensioners, savings and private pensions",Her Majesty's Treasury,HM Treasury,Pensions and Savings Team,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24030,592250.0,1.0,0,0,0,Policy,,1
50,24001,N/D,SCS1,"Deputy Director, Debt and Reserves Management",Responsible for UK debt financing and official reserves,Her Majesty's Treasury,HM Treasury,Dept and Reserves Management,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24059,342154.0,1.0,0,0,0,Policy,,1
51,24002,N/D,SCS1,"Deputy Director, Labour Markets and Distributional Analysis",Responsible for Labour Markets and Distributional Analysis,Her Majesty's Treasury,HM Treasury,Labour Markets and Distributional Analysis,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24030,742669.5,1.0,0,0,0,Policy,,1
52,24005,N/D,SCS1,"Deputy Director, Communications",Responsible for Communications,Her Majesty's Treasury,HM Treasury,COM Team,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,19678,798990.0,1.0,0,0,0,Policy,,1
53,24006,N/D,SCS1,"Deputy Director, Contingency Planning",Responsible for Contingency Planning,Her Majesty's Treasury,HM Treasury,Contingency Planning,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24033,670997.2,1.0,0,0,0,Policy,,1
54,24009,N/D,SCS1,"Deputy Director, Housing,Planning and Cities","Responsible for Housing, Planning and Local Growth",Her Majesty's Treasury,HM Treasury,"Housing, Planning and Cities",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24029,403630.0,1.0,0,0,0,Policy,,1
55,24010,N/D,SCS1,"Deputy Director, Economics of the Union and Model Unit",Responsible for Economics of the Union and Model Unit,Her Majesty's Treasury,HM Treasury,Economics of the UK,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24041,287485.288889,1.0,0,0,0,Economics,,1
56,24011,N/D,SCS1,"Deputy Director, Financial Services Strategy",Responsible for Financial Services Strategy,Her Majesty's Treasury,HM Treasury,Financial Services Strategy,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24040,546153.111111,1.0,0,0,0,Policy,,1
57,24013,N/D,SCS1,"Deputy Director, Budget and Tax Strategy",Responsible for Budget Tax Strategy,Her Majesty's Treasury,HM Treasury,Budget & Tax Strategy,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24036,999857.0,1.0,0,0,0,Policy,,1
58,24015,N/D,SCS1,"Deputy Director, ICT Change Program",Responsible for ICT change program,Her Majesty's Treasury,HM Treasury,Joint Workplace solutions,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,23964,0.0,1.0,0,0,0,Information Technology,,1
59,24016,N/D,SCS1,"Deputy Director, Growth and Productivity",Responsible for Growth and Productivity,Her Majesty's Treasury,HM Treasury,Growth and Productivity,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24028,964584.0,1.0,0,0,0,Policy,,1
60,24017,N/D,SCS1,"Deputy Director, Strategy Planning and Projects","Responsible for Strategy, Planning and Projects",Her Majesty's Treasury,HM Treasury,"Strategy, Planning & Projects",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24036,694836.8,1.0,0,0,0,Policy,,1
61,24019,N/D,SCS1,"Deputy Director, General Expenditure Policy",Responsible for expenditure policy,Her Majesty's Treasury,HM Treasury,General Expenditure Policy,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24024,816480.772222,1.0,0,0,0,Policy,,1
62,24021,N/D,SCS1,"Deputy Director, Treasury Group Commercial","Responsible for managing supplier relationships and securing value for money in the procurement and commercial management of goods, works and services for the Treasury Group.",Her Majesty's Treasury,HM Treasury,Treasury Group Commercial,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24025,387141.888889,1.0,0,0,0,Policy,,1
63,24023,N/D,SCS1,"Deputy Director, Scotland Analysis",Responsible for Scotland analysis programme,Her Majesty's Treasury,HM Treasury,Scotland Analysis,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24036,466785.0,1.0,0,0,0,Policy,,1
64,24049,N/D,SCS1,"Deputy Director, Banking Standards and Legacy Assets",Responsible for Banking Standards and Legacy Assets,Her Majesty's Treasury,HM Treasury,Banking Standards and Legacy Assets,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24033,672154.0,1.0,0,0,0,Policy,,1
65,24051,N/D,SCS1,"Deputy Director, Health ",Responsible for oversight of health ,Her Majesty's Treasury,HM Treasury,Health,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24029,357320.916667,0.92,0,0,0,Policy,Part Time 0.9 FTE,1
66,24053,N/D,SCS1,"Deputy Director, Insurance and Savings Team","Responsible for policy on insurance, consumer issues, and the framework for financial regulation ",Her Majesty's Treasury,HM Treasury,Insurance and Savings,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24064,756750.944444,1.0,0,0,0,Policy,,1
67,24054,N/D,SCS1,"Deputy Director, Defence,Diplomacy and Intelligence","Responsible for Defence,Diplomacy and Intelligence",Her Majesty's Treasury,HM Treasury,Defence Diplomacy & Intelligence,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24031,790366.0,1.0,0,0,0,Policy,,1
68,24055,N/D,SCS1,"Deputy Director, Local Government and Regions","Responsible for oversight  for local government expenditure, local growth policy and regional and local briefing",Her Majesty's Treasury,HM Treasury,Devolved and Local Government,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24029,410771.0,1.0,0,0,0,Policy,,1
69,24056,N/D,SCS1,"Deputy Director, Home and Legal",Responsible for Home and Legal,Her Majesty's Treasury,HM Treasury,Home and Legal,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24031,593172.0,1.0,0,0,0,Policy,,1
70,24057,N/D,SCS1,"Deputy Director, Personal Taxation",Responsible for Personal Taxation,Her Majesty's Treasury,HM Treasury,Personal Taxation,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24030,834456.05,1.0,0,0,0,Policy,,1
71,0,N/D,SCS1,Not In Post,,Her Majesty's Treasury,HM Treasury,,,public.enquiries@hmtreasury.gsi.gov.uk,24032,0.0,0.97,0,0,0,Policy,Out of Department,1
72,24087,N/D,SCS1,"Deputy Director, VAT and International Excise",Responsible for VAT and  International Excise,Her Majesty's Treasury,HM Treasury,VAT & International Excise,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24027,1069003.0,1.0,0,0,0,Policy,,1
73,24253,N/D,SCS1,"Deputy Director, Enterprise and Property Tax",Responsible for policy on property taxes and tax measures to support investment in and by business,Her Majesty's Treasury,HM Treasury,Enterprise and Property Tax,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24027,658943.4,0.8,0,0,0,Policy,Part Time 0.8 FTE,1
74,24274,N/D,SCS1,"Deputy Director, Equitable Life and International Tax",Responsible for International Tax,Her Majesty's Treasury,HM Treasury,Equitable Life and International Tax,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24027,711198.0,1.0,0,0,0,Policy,,1
75,24350,N/D,SCS1,"Deputy Director, Tax Administration, Spending and Reform","Responsible for Tax administration, Spending and Reform",Her Majesty's Treasury,HM Treasury,Tax Administration and Reform,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24030,444759.666667,0.8,0,0,0,Policy,Part Time 0.8 FTE,1
76,24363,N/D,SCS1,"Deputy Director, Group Human Resources","Responsible for providing HR policies and services, including business partnering, recruitment, learning and development, casework, health and wellbeing and diversity.",Her Majesty's Treasury,HM Treasury,Group Human Resources,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24062,1449648.08611,1.0,0,0,0,Human Resources,,1
77,24548,N/D,SCS1,"Deputy Director, GMS Team Business and International Tax",Responsible for GMS Business and International Tax,Her Majesty's Treasury,HM Treasury,GMS Team - Business and International Tax,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24027,0.0,1.0,0,0,0,Policy,Moved to Corporate Centre  Group Human Resourses 14/10/13 ,1
78,24549,N/D,SCS1,"Deputy Director, Macroeconomic Coordination & Strategy",Responsible for Macroeconomic Coordination & Strategy,Her Majesty's Treasury,HM Treasury,Macroeconomic Coordination & Strategy,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24041,353147.0,1.0,0,0,0,Economics,,1
79,24582,N/D,SCS1,"Deputy Director, Lloyds and analytical ",Responsible for Lloyds and analytical,Her Majesty's Treasury,HM Treasury,Lloyds and Analytical team,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24033,414904.0,1.0,0,0,0,Policy,,1
80,24629,N/D,SCS1,"Deputy Director, EU Financing",Responsible for all aspects of EU financing,Her Majesty's Treasury,HM Treasury,European Union Financing,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24032,693938.840278,0.91,0,0,0,Policy,Part Time 0.9 FTE,1
81,24638,N/D,SCS1,"Deputy Director, Global Economics",Responsible for analysis and advice on key global economic issues,Her Majesty's Treasury,HM Treasury,Global Economics,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24058,801682.0,1.0,0,0,0,Policy,,1
82,24655,N/D,SCS1,"Deputy Director, International Institutions and Policy","Responsible for UK's approach to international institutions on economic and finance policy, ",Her Majesty's Treasury,HM Treasury,International Institutions and Policy,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24058,1505361.90556,1.0,0,0,0,Economics,,1
83,24744,N/D,SCS1,"Deputy Director, Competition, Markets, and Regulation","Responsible for Competition, Markets, and Regulation",Her Majesty's Treasury,HM Treasury,"Competition, Markets and Regulation",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24028,313735.4,0.7,0,0,0,Policy,Part Time 0.7 FTE,1
84,24752,N/D,SCS1,"Deputy Director, Royal Bank Scotland",Responsible for RBS Team,Her Majesty's Treasury,HM Treasury,Royal Bank of Scotland,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24033,360158.0,1.0,0,0,0,Policy,,1
85,24773,N/D,SCS1,"Deputy Director, Education, Children, and Culture","Responsible for Education, Children,and Culture",Her Majesty's Treasury,HM Treasury,"Education, Children and Culture",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24029,0.0,0.6,0,0,0,Policy,Part Time 0.6 FTE,1
86,24774,N/D,SCS1,"Deputy Director, Education, Children, and Culture","Responsible for Education, Children,and Culture",Her Majesty's Treasury,HM Treasury,"Education, Children and Culture",020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24029,505735.383333,0.75,0,0,0,Policy,Part Time 0.7 FTE,1
87,24942,N/D,SCS1,"Deputy Director, Government Finance Profession",Responsible for Government Finance Profession,Her Majesty's Treasury,HM Treasury,Government Finance Profession,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24024,405216.0,1.0,0,0,0,Policy,,1
88,239651,N/D,SCS1,"Deputy Director, Assurance Policy",Responsible for Internal Audit and Assurance Policy,Her Majesty's Treasury,HM Treasury,Government Internal Audit Profession,020 7270 5000,public.enquiries@hmtreasury.gsi.gov.uk,24024,0.0,0.2,0,0,0,Policy,Part Time 0.2 FTE,1
89,19575,Vacant,SCS3,"Director General, International and EU",Responsible for International and EU,Her Majesty's Treasury,HM Treasury,Board Ministerial and Communications,,public.enquiries@hmtreasury.gsi.gov.uk,23165,0.0,1.0,0,0,0,Policy,Vacant,1
