,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
10,ERD-0010,Mark Davies,SCS2,Director - Informatics and Digital Services,"'Responsible for – leading and overseeing the strategy for information and information technology in the health and care system, and develop and lead the Digital programme for the health and care system.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,203656.5,1.0,95000,99999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
11,GOA-015,Paul Macnaught,SCS2,Director - Group Assurance,"'Responsible for - Corporate governance and assurance for DH, our ALBs and the health and care system as a whole. Secretariat to DH boards and committees and risk management. Business planning and quarterly assessment. Support to ALB sponsors; public appointments.
Liaison with Cabinet Office on efficiency and reform. Oversight of internal audit.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,461377.0,1.0,80000,84999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
12,GOA-116,Peter Sellars,SCS2,Acting Director - NHS Estates & Facilities Policy,"'Responsible for - National policy for NHS Estates & Facilities functions in relation to the provision of safe, clean, and suitable patient environments    '",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,1552819.08,1.0,80000,84999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
13,GOA-016,Robert Edmondson-Jones,SCS2,Director - Estates & Information Services,'Responsible for - Provision of Corporate ICT and Information Services; Head of Profession for IT across DH IS and ALBs; Operational leadership and direction of DH IS and ALBs; Setting the strategic direction and policy for ICT and Information Services; Cross Government liaison and overall supplier governance',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,1089676.28,1.0,105000,109999,0,Information Technology,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
14,GOA-014,Shirley Pointer,SCS2,Director of Human Resources,'Responsible for: Departmental HR Strategy and policies All aspects of employment Learning & Development HR aspects of Business Management System Overseeing ALB HR governance and assurance Implementation of Civil Service HR & Shared Services',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,503295.755,1.0,125000,129999,0,Human Resources,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
15,GOA-059,Steve Verdon,SCS2,Acting Director - Legacy Management Team,"'Co-ordinating and overseeing the Legacy Management Team post abolition of SHAs and PCTs. Overseeing the criteria for control and management of the team including ongoing reporting arrangements. Keeping the DG and Boards appraised on progress (plus CMB, DB, Ministers as directed by the DG). Representing the programme outside the department.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,986453.5,1.0,95000,99999,0,Programme and Project Management (PPM),Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
16,GOA-058,ND,SCS1,Head of ICT Futures & Shared Services,'Responsible for - Supporting the continuing Departmental transition for both DH & the ALBs',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-016,806618.5,1.0,0,0,0,Information Technology,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
17,GOA-121,ND,SCS1,Deputy Director - Head of Internal Audit,"'Responsible for - Delivering an Internal Audit function for the health family group through a shared service. Ensuring audit plans are in place and delivered for DH and its ALBs, giving confidence that assurance is in place for the system as a whole. Ensuring audit work meets the Public Sector Internal Audit quality standards.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-015,728777.045,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
18,GOA-057,ND,SCS1,Deputy Director - HR Business Partnering & Capability Development,'Responsible for - HR Business Partnering & Corporate Learning & Development',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-014,409105.82,1.0,0,0,0,Human Resources,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
19,CDD040,ELIMINATED,SCS1,"Project Manager, Future DH Business Solutions","'Responsible for - Managing the Future DH Business Solutions project – this project will support the successful implementation of all DH business readiness activities required to implement an outsourced Shared Service Centre for Finance, Procurement and HR, and introduce new, streamlined end-to-end processes across these functions.'",Department of Health,Department of Health,Information and Group Operations,,N/D,GOA-005,0.0,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
20,GOA-233,ND,SCS1,People Workstream Lead,"'Responsible for - lead, manage and drive coordination, risk and issue management for the resolution of people and associated issues arising post transition and abolition of SHAs and PCTs'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-059,0.0,1.0,0,0,0,Programme and Project Management (PPM),Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
21,GOA-243,ND,SCS1,Deputy Director Finance & Business Management,"'Responsible for - business management for the Directorate including finance, workforce, business planning and governance. Financial planning, reporting and strategy for core DH administration costs. Policy lead for the costs and monetary benefits of the reforms. Responsibile for the DG’s private office.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,0.0,1.0,0,0,0,Programme and Project Management (PPM),Cost of Reports added to GOA-005 Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
22,GOA-055,ND,SCS1,"Deputy Director - Internal Communications, Connecting & Engagement",'Responsible for - Supporting the Permanent Secretary and the Director General of Group Operations and Assurance. Managing the Internal Communications and Engagement and Change teams. Designing and co-ordinating staff engagement events and channels including SCS forums and staff surveys. Managing and developing the integrated pay band Project Bank. Head of organisational development and change',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,786435.065,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
23,GOA-051,ND,SCS1,Head of Business Support & Engagement,"'Responsible for - Planning for future business needs for DH/ALBs promoting collaboration, knowledge sharing and different ways of working'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-016,1302767.14,1.0,0,0,0,Property and asset management,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
24,CDD034,ELIMINATED,SCS1,Transfer Schemes Workstream Lead,"'Responsible for - manage and drive coordination, risk and issue management for the secure, cross-boundary closure, handover and legacy issues arising from the closure and transition of NHS SHAs and PCTs.'",Department of Health,Department of Health,Information and Group Operations,,N/D,GOA-059,0.0,1.0,0,0,0,Programme and Project Management (PPM),Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
25,GOA-049,ND,SCS1,Head of Workplace Operations,'Responsible for - Providing operational business critical services across Estates; Facilities and Information Services both for DH/ALBs with a focus on continual service improvement',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-016,1756720.405,1.0,0,0,0,Information Technology,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
26,GOA-1831,ND,SCS1,Acting Deputy Director - Governance,'Responsible for - Management of the DH Secretariat which provides support to the Departmental Board and its committees. Overseeing the Board’s development and liaison with non-executive directors. Developing risk and assurance methodology for DH and its ALBs. Overseeing DH governance.',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-015,337451.86,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
27,GOA-2194,ND,SCS1,Deputy Director - Business Reform,'Responsible for: Business Reform',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,720341.5,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
28,ERD035,ND,SCS1,Deputy Director of Information & Transparency,'Partnerships & Information Division',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,ERD-0010,1685448.1,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
29,GOA-050,ND,SCS1,"Deputy Director - HR Operations & SCS Unit, HR Change Team",'Responsible for: HR Framework Displacement Exits (Change and Business as Usual) Staff Support Outplacement Restructuring SCS Unit Fast Stream - Strategy and Operations HR Services (Transactions and Casework)',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-014,779569.685,1.0,0,0,0,Human Resources,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
30,ERD-047,ND,SCS1,"DH Digital Leader and Deputy Director, Digital, Channel Strategy and Publishing","'Responsible for the Department’s digital strategy, digital services and transformation, channel strategies, social media strategy, electronic and printed publishing,  leading and aligning digital activities and services across the new health and care system, and Head of Profession for Digital.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,ERD-0010,1527605.0,1.0,0,0,0,Communications,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
31,GOA-053,ND,SCS1,"Deputy Director - HR Policy & Workforce, Recruitment","'Responsible for: Policy, Diversity & Reward Workforce & Management Information Corporate Social Responsibility HR communications Business Continuity Corporate Business Industrial Relations Accountability Performance Management Dispute Resolution Recruitment & Gateways.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-014,1069043.095,1.0,0,0,0,Human Resources,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
32,GOA-054,ND,SCS1,Deputy Director - Head of Group Capability development,"'Responsible for - Leading the ALB Sponsorship Support Unit to enable the Department’s sponsor teams to deliver the Government’s health and care priorities effectively, efficiently, and with regard to value for money through the ALBs. Improving and embedding processes to publish an annual DH Corporate Pla, aligned more closely with our ALB partners, and implementing quarterly monitoring; leading the Departmental improvement planning process. Overseeing the process of public appointments of chairs and non-executives to ALBs.'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-015,825448.215,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
33,GOA-2184,ND,SCS1,Deputy Director - NHS Security,'Responsible for NHS Security.',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-015,0.0,1.0,0,0,0,Procurement,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
34,GOA-060,ND,SCS1,Deputy Director - Our DH Programme,'Responsible for - Providing expert programme management skills to the Our DH Programme and supporting the projects to deliver their outcomes',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,CDD037,0.0,1.0,0,0,0,Programme and Project Management (PPM),Cost of Reports added to CDD037 Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
35,GOA-061,ND,SCS1,Programme Director National Proton Beam Therapy Programme,'Responsible for: Leading the programme team in the delivery of a National Proton Beam Service',Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-005,183233.9,1.0,0,0,0,Programme and Project Management (PPM),Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
36,IGO-2170,ND,SCS1,"Deputy Director Inforamtion and Legal, Legacy Management Team","'Responsible for: Leading the teams reponsible for Reviews and Information, Litigation and Transfer Scheme modification'",Department of Health,Department of Health,Information and Group Operations,020 7210 4850,N/D,GOA-060,0.0,1.0,0,0,0,Programme and Project Management (PPM),Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
37,SER004,Charlie Massey,SCS3,Director General for External Relations,"'The Strategy and External Relations Directorate aims to transform the way the Department fulfils its vision for better care, better health and better value by setting policy, strategy and outcomes for information to support patients and public, to improve quality and safety of healthcare, overseeing the framework to improve engagement between DH and the public, improving policy-making and outcomes.'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,ERD001,625265.0,1.0,130000,134999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
38,SER219,Anna Dixon,SCS2,"Director of Strategy, Quality and Analysis","'Lead DH’s strategy team, providing analysis, insight and raising the Department’s strategic capability, ensure that quality of care for patients and the public remains central to our strategy for health and care and as part of this to be the Departmental sponsor for the CQC and to lead on the quality regulation of hospitals, social care and other provider bodies. As DH Chief Analyst, provide governance and leadership for the analytical community across the Department. Ensure that the voice of patients and citizens is heard across the health and care system and insights are acted on'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER004,882597.0,1.0,120000,124999,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
39,SER1945,Gavin Larner,SCS2,Director of Professional Standards and Employee Relations,"'Responsible for pay, pensions, industrial relations, professional regulation and the Mid Staffordshire Public Inquiry'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER004,292556.5,1.0,90000,94999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
40,SER011,Jamie Rentoul,SCS2,Director of Workforce Strategy,"'Planning the size and shape of the NHS workforce, ensuring high quality education and training, and adult social care workforce.'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER004,381456.5,1.0,115000,119999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
41,SER012,Marion Furr,SCS2,Director Ministerial Business & Parliamentary Accountability,'Responsible for managing DH’s corporate accountability to Parliament and the public. Specifically to support Ministers by managing and maintaining private offices to respond to all correspondence and FoI requests from MPs and the public to respond to all PQs and Parliamentary Business to process the Queens Honours nominations from the NHS and other health and social care organisations and DH employees.',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER004,3544877.0,1.0,90000,94999,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
42,SER013,Sam Lister,SCS2,Director - Communications,"'Responsible for setting the Department’s communications strategy and priorities, and for consultation and engagement with external partners. Provides leadership across the Department on communications'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER004,1136449.0,1.0,115000,119999,0,Communications,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
43,SER1951,ND,SCS1,Deputy Director Workforce Development Strategy,'Ensuring appropriate workforce planning and development in relation to delivery of education.',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER011,475520.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
44,SER042,ND,SCS1,Deputy Director of External Partnerships,"'Supports the Department in developing its relationships with external partners and stakeholders, and its capability to engage with stakeholders'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER013,475143.5,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
45,SER014,ND,SCS1,Deputy Director Compassionate Care,'Supporting the development of a culture of compassionate care across the health and care sectors where quality of care is seen as important as quality of treatment',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER011,0.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
46,SER0283,ND,SCS1,Deputy Director Strategy Group,'Provide support to DH and its Arm's Length Bodies to address the medium to long term strategic challenge. Build strategic and horizon scanning capabilities across DH',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER219,0.0,1.0,0,0,0,Policy,Cost of Reports added to SER219 Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
47,SER015,ND,SCS1,Deputy Director of Dementia Communications,"'SCS oversight on the strategy for the programme of integrated communications across England’s health and care systems in support of both the Prime Minister’s Dementia Challenge and also the Secretary of State for Health’s ambition to make England a global lead in caring for people with dementia. A part-time post working with colleagues in NHS England, Public Health England and the Alzheimer’s Society to raise the profile of dementia and the on-going work to support prevention, diagnosis and treatment of this condition.'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER013,0.0,0.6,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
48,SER056,ND,SCS1,Principal Private Secretary - Office of the Permanent Secretary,"'Overview of all areas, Secretay of State and No.10 issues, Communications, DH finance & senior personnel, Departmental Capability, Governance'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER012,224736.5,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
49,SER005,ND,SCS1,Deputy Director Migrant Health,'Leads the engagement with the NHS to design and deliver implementation of the migrant and visitor NHS cost recovery programme.  ',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER004,0.0,0.8,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
50,SER206,ND,SCS1,Deputy Chief Analyst,"'Promoting evidence based policy making, delivering cross cutting analytical projects'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER219,675177.0,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
51,SER034,ND,SCS1,Principal Private Secretary to the Secretary of State,'The provision of direct advice to Ministers; and management of Ministers' private offices',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER012,1324247.0,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
52,ERD003,ND,SCS1,Deputy Director - Francis Implementation Team,"'Development, with partners, of a comprehensive and constructive government response to the Mid Staffordshire Public Inquiry that supports the NHS to deliver consistently safe care with compassion and dignity.'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER1945,0.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
53,SER1957,ND,SCS1,Deputy Director - Citizen Voice and Insight,'Ensure that the voice of patients and citizens is heard across the health and care system and insights are acted on.',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER219,500405.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
54,SER045,ND,SCS1,Deputy Director - Professional Standards,'Delivering professional regulation in a way that reinforces quality.',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER1945,968448.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
55,SER044,ND,SCS1,Deputy Director - Analysis Team,'Provision of analytical data to support Workforce policy areas.',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER011,415951.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
56,SER1946,ND,SCS1,Deputy Director Workforce Capacity,"'Strategic leadership and coordination for the development and implementation of Departmental policy in respect of workforce information, availability and planning. Funding of education and training to support the development of the workforce.'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER011,493082.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
57,SER048,ND,SCS1,"Deputy Director, Policy Communications","'Leads the Policy Communications team within the Communications Division. The team encompasses an account management team, who provide strategic communications support and work with policy teams to establish their communications needs, an events and visits team, a brand management team and a strategy and evaluation team.  '",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER013,989518.0,1.0,0,0,0,Communications,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
58,SER046,ND,SCS1,"Deputy Director, Head of News",'Provision of a 24/7 media relations service for ministers; senior officials and all policy teams in the department of Health. Responds to all journalist enquiries and interview requests.',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER013,1417505.0,1.0,0,0,0,Communications,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
59,SER043,ND,SCS1,"Deputy Director - NHS Pay, Pensions & Employment Services",'Modernisation of NHS Pension and Pay arrangements.',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER1945,747386.5,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
60,SER120,ND,SCS1,Deputy Director Strategy Group,'Provide support to DH and its Arm's Length Bodies to address the medium to long term strategic challenge. Build strategic and horizon scanning capabilities across DH',Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER219,0.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
61,SER103,Vacant,SCS1,Deputy Director (NHS Business Unit),'NHSBU is responsible for briefing Ministers/Top of the Office on local NHS issues. This service is provided by liaising with a network of Parliamentary/Briefing managers based in the 10 Statutory Health Authoritiess. NHSBU is the first point of contact for DH colleagues looking for briefing on local NHS issues and also manages Ministerial Visits.',Department of Health,Department of Health,Strategy and External Relations,,N/D,SER012,0.0,1.0,0,0,0,Operational Delivery,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
62,SER036,ND,SCS1,Deputy Director - CQC Sponsorship and Investigations,"'Supporting the alignment of quality assurance processes across the sector, supporting effective sponsorship of CQC, and developing their legislative and policy framework'",Department of Health,Department of Health,Strategy and External Relations,020 7210 4850,N/D,SER219,644827.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
63,SER106,Vacant,SCS1,Deputy Branch Head,'Provide support to DH and its Arm's Length Bodies to address the medium to long term strategic challenge. Build strategic and horizon scanning capabilities across DH',Department of Health,Department of Health,Strategy and External Relations,,N/D,SER219,0.0,1.0,0,0,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
64,SF-DG-7,Richard Douglas,SCS3,Director General for Finance & NHS,'Responsible for delivering the Departments financial and internal operational functions.',Department of Health,Department of Health,Finance & NHS Directorate,020 7210 4850,N/D,ERD001,653460.0,1.0,140000,144999,0,Finance,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
65,SF-GFD-27,Andrew Baigent,SCS2,Director - Group Finance,'Responsible for: Accounting In year budget management Financial management & reporting Corporate finance services  .',Department of Health,Department of Health,Finance & NHS Directorate,020 7210 4850,N/D,SF-DG-7,614232.5,1.0,125000,129999,0,Finance,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
66,SF-FSQA-30,Andrew Sanderson,SCS2,Director Financial Planning,"'Spending review for DH, including NHS. DH lead link with HM Treasury. Forward financial planning.  Performance monitoring.'",Department of Health,Department of Health,Finance & NHS Directorate,020 7210 4850,N/D,SF-DG-7,524510.0,1.0,80000,84999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
67,SF-MPI-28,Giles Denham,SCS2,Director - Medicines Pharmacy and Industry Group,"'Overall responsibility for: policy relating to medicines, including pricing, supply, clinical and cost effectiveness; sponsorship of the pharmaceutical and medical technology industries; pharmacy; prescription charges and the Commercial Medicines Unit.'",Department of Health,Department of Health,Finance & NHS Directorate,020 7210 4850,N/D,SF-DG-7,740647.0,1.0,115000,119999,0,Policy,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1
