,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
16,11204,Post Deleted,SCS2,HMA and Deputy Permanent Representative to the United Nations,Representing British interests at the UN,Foreign and Commonwealth Office,Foreign and Commonwealth office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,0,0,0,,,1
17,11205,Peter Wilson,SCS2,General - Permanent Representative to United Nations,Representing British interests at the UN,Foreign and Commonwealth Office,Foreign and Commonwealth Office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,85000,89999,0,,,1
18,11300,David Quarrey,SCS2,Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,85000,89999,0,,,1
19,11301,Simon Collis,SCS2,HMA Baghdad,Representing British interests in Iraq,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,85000,89999,0,,,1
20,11302,John Jenkins,SCS3,HMA Riyadh,Representing British interests in Saudi Arabia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,125000,129999,0,,,1
21,11304,James Watt,SCS2,HMA Cairo,Representing British interests in Egypt,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,90000,94999,0,,,1
22,11305,Francis Baker,SCS2,HMA Kuwait,Representing British interests in Kuwait,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,90000,94999,0,,,1
23,11306,Vacant,SCS2,HMA Damascus,Representing British interests in Syria,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,,dp-foi.img@fco.gov.uk,11000,0.0,1.0,0,0,0,,,1
24,11307,Vincent Fean,SCS2,"Head of Post, Jerusalem",Representing British interests in Israel,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,85000,89999,0,,,1
25,11308,Matthew Gould,SCS2,HMA Tel Aviv,Representing British interests in Israel,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,90000,94999,0,,,1
26,11310,Dominic Jermey,SCS2,HMA United Arab Emirates,Representing British interests in the UAE,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,90000,94999,0,,,1
27,11311,Peter Millett,SCS2,HMA Amman,Representing British interests in Jordan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,90000,94999,0,,,1
28,11312,Michael Aron,SCS3,HMA Tripoli,Representing British interests in Libya,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,95000,99999,0,,,1
29,11313,Nick Hopton,SCS2,HMA Doha,Representing British interests in Qatar,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,85000,89999,0,,,1
30,11314,Edward Oakden,SCS2,Additional Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,105000,109999,0,,,1
31,11315,Jonathan Davies,SCS2,Additional Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,85000,89999,0,,,1
32,11316,Philip Parham,SCS2,Additional Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,90000,94999,0,,,1
33,11317,Thomas Fletcher,SCS2,HMA Beirut,Representing British interests in Lebanon,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
34,11401,Timothy Barrow,SCS3,HMA Moscow,Representing British interests in Russia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,125000,129999,0,,,1
35,11402,Denis Keefe,SCS2,DHM Moscow,Representing British interests in Russia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,85000,89999,0,,,1
36,11403,Simon Smith,SCS2,HMA Kyiv,Representing British interests in Ukraine,Foreign and Commonwealth Office,Foreign and Commonwealth office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0.0,1.0,95000,99999,0,,,1
37,12000,Robert Hannigan,SCS3,Director General Defence & Intelligence,Providing senior policy advice at Board level,Foreign and Commonwealth Office,Foreign and Commonwealth office,DG Defence & Intelligence,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,130000,134999,0,,,1
38,12200,Katherine Smith,SCS2,Director Americas,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
39,12201,Peter Westmacott,SCS4,HMA Washington,Representing British interests in USA,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,170000,174999,0,,,1
40,12202,Alex Ellis,SCS3,HMA Brasilia,Representing British interests in Brazil,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,105000,109999,0,,,1
41,12203,Partick Davis,SCS2,DHM Washington,Representing British interests in USA,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
42,12204,Daniel Lopez,SCS2,British Consul General and Director General Trade and Investment USA,Supporting UK companies and foreign investment,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,120000,124999,0,,,1
43,12205,Lindsay Croisdale-Appleby,SCS2,HMA Bogota,Representing British interests in Colombia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
44,12206,David Fitton,SCS2,HMA Kingston,Representing British interests in Jamaica,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
45,12207,Duncan Talyor,SCS2,HMA Mexico City,Representing British interests in Mexico,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,90000,94999,0,,,1
46,12208,John Freeman,SCS2,HMA Buenos Aires,Representing British interests in Argentina,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,90000,94999,0,,,1
47,12209,Catherine Nettleton,SCS2,HMA Caracas,Representing British interests in Venezuela,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
48,12210,Howard Drake,SCS2,BHC Ottawa,Representing British interests in Canada,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,90000,94999,0,,,1
49,12301,Susan D'Allegeershecque,SCS2,HMA Vienna and UK Permanent Representative to the UN and other International Organisations in Vienna,Representing British interests in Austria,Foreign and Commonwealth Office,Foreign and Commonwealth office,Defence and Strategic Threats Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
50,12406,Peter Hayes,SCS2,OT - Director,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Overseas Territories Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
51,12500,Laurence Bristow,SCS2,Director National Security,Senior policy advice on national security,Foreign and Commonwealth Office,Foreign and Commonwealth office,National Security Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
52,12501,Timothy Dowse,SCS2,Director National Security,Senior policy advice on national security,Foreign and Commonwealth Office,Foreign and Commonwealth office,National Security Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
53,12600,Sarah Macintosh,SCS2,Director Defence & International Security,Senior policy advice on defence and international security,Foreign and Commonwealth Office,Foreign and Commonwealth office,Defence and International Security Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0.0,1.0,85000,89999,0,,,1
54,12700,Vacant,SCS2,Director Cyber Poilicy,Senior policy advice on cyber issues,Foreign and Commonwealth Office,Foreign and Commonwealth office,Cyber Policy Directorate,,dp-foi.img@fco.gov.uk,12000,0.0,1.0,0,0,0,,,1
55,13000,Barbara Woodward,SCS3,DG Economic and Consular,Providing senior policy advice at Board level,Foreign and Commonwealth Office,Foreign and Commonwealth office,DG Europe & Globalisation,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,120000,124999,0,,,1
56,13200,Nicolas Hailey,SCS2,Director Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
57,13201,Deborah Bronnert,SCS2,HMA Harare,Representing British interests in Zimbabwe,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
58,13202,Nicola Brewer,SCS3,BHC Pretoria,Representing British interests in South Africa,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,135000,139999,0,,,1
59,13203,Andrew Pocock,SCS3,BHC Abuja,Representing British interests in Nigeria,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,105000,109999,0,,,1
60,13204,Peter Tibber,SCS2,HMA Khartoum,Representing British interests in Sudan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
61,13205,Gregory Dorey,SCS2,HMA Addis Ababa,Representing British interests in Ethiopia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
62,13206,Christian Turner,SCS2,BHC Nairobi,Representing British interests in Kenya,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
63,13207,Peter Jones,SCS2,BHC Accra,Representing British interests in Ghana,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
64,13208,John Dennis,SCS2,ADS - General,Senior policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
65,13208,Vacant,SCS2,Director Migration,Leading delivery of migration management,Foreign and Commonwealth Office,Foreign and Commonwealth office,Migration Directorate,,dp-foi.img@fco.gov.uk,13000,0.0,1.0,0,0,0,,,1
66,13300,Vijay Rangarajan,SCS2,Director Europe,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
67,13301,Jon Cunliffe,SCS4,UK Permanent Representative to the EU,Representing British interests at the EU,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,170000,174999,0,,,1
68,13302,Shan Morgan,SCS3,Deputy Permanent Representative to the EU,Representing British interests at the EU,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,115000,119999,0,,,1
69,13303,Simon Mcdonald,SCS3,HMA Berlin,Representing British interests in Germany,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,130000,134999,0,,,1
70,13304,Giles Paxman,SCS3,HMA Madrid,Representing British interests in Spain,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,115000,119999,0,,,1
71,13305,David Reddaway,SCS3,HMA Ankara,Representing British interests in Turkey,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,115000,119999,0,,,1
72,13306,Peter Ricketts,SCS4,HMA Paris,Representing British interests in France,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,170000,174999,0,,,1
73,13307,Geoffrey Adams,SCS2,HMA The Hague,Representing British interests in the Netherlands,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,130000,134999,0,,,1
74,13308,Julian Braithwaite,SCS2,Political and Security Committee Ambassador to the EU,Representing British interests at the EU,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
75,13310,Vacant,SCS2,HMA Belgrade,Representing British interests in Serbia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,,dp-foi.img@fco.gov.uk,13000,0.0,1.0,0,0,0,,,1
76,13312,Karen Pierce,SCS2,Head of Post UKMIS Geneva,Representing British interests at the UN in Geneva,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
77,13313,Adrian Johns,SCS2,"Governor and Commander-in-Chief, Gibraltar",Governing the overseas territory,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,130000,134999,0,,,1
78,13314,Matthew Kidd,SCS2,BHC Nicosia,Representing British interests in Cyprus,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
79,13315,Dominick Chilcott,SCS2,HMA Dublin,Representing British interests Republic of Ireland,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
80,13316,John Kittmer,SCS2,HMA Athens,Representing British interests in Greece,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
81,13317,Paul Johnston,SCS2,HMA Stockholm,Representing British interests in Sweden,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
82,13318,Christopher Prentice,SCS2,HMA Rome,Representing British interests in Italy,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,115000,119999,0,,,1
83,13319,Robin Barnett,SCS2,HMA Warsaw,Representing British interests in Poland,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
84,13320,Andrew Noble,SCS2,DHM Berlin,Representing British Interests in Germany,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
85,13322,Robert Turner,SCS2,British Consul General Istanbul,Representing British interests in Turkey,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
86,13323,Jill Morris,SCS2,Director EU - General,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
87,13400,Stephen Lille,SCS2,Director Asia Pacific,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
88,13401,Timothy Hitchens,SCS3,HMA Tokyo,Representing British interests in Japan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,125000,129999,0,,,1
89,13402,James Wood,SCS3,HMA Beijing,Representing British interests in China,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,135000,139999,0,,,1
90,13403,Mark Kent,SCS2,HMA Bangkok,Representing British interests in Thailand,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
91,13404,Simon Featherstone,SCS2,BHC Kuala Lumpur,Representing British interests in Malaysia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
92,13405,Julia Longbottom,SCS2,DHM Tokyo,Representing British interests in Japan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
93,13406,Mark Canning,SCS2,HMA Jakarta,Representing British interests in Indonesia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
94,13407,Paul Madden,SCS2,BHC Canberra,Representing British interests in Australia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
95,13408,Caroline Wilson,SCS2,British Consul General to Hong Kong and Macao,Representing British interests in the Hong Kong Special Administrative Region,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
96,13409,Andrew Wightman,SCS2,HMA Seoul,Representing British interests in South Korea,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,95000,99999,0,,,1
97,13410,Andrew Key,SCS2,DHM Beijing,Representing British interests in China,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
98,13411,Antony Phillipson,SCS2,BHC Singapore,Representing British interests in Singapore,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
99,13412,Christopher Wood,SCS2,Taipei - General,Representing British Interests in Taiwan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
100,13413,Asif Ahmad,SCS2,HMA Manila,Representing British Interests in Philippines,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
101,13500,Charles Hay,SCS2,Director Consular,Leading delivery of consular services to British nationals,Foreign and Commonwealth Office,Foreign and Commonwealth office,Consular Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,85000,89999,0,,,1
102,13700,Andrew Mitchell,SCS2,Director Prosperity,Providing senior policy advice on the prosperity agenda,Foreign and Commonwealth Office,Foreign and Commonwealth office,Prosperity Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0.0,1.0,90000,94999,0,,,1
103,14000,Matthew Rycroft,SCS3,Director General Operations,Board level leadership of corporate services,Foreign and Commonwealth Office,Foreign and Commonwealth office,DG Operations (Formerly C&D),0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,125000,129999,0,,,1
104,14100,Menna Rawlings,SCS2,Director Human Resources,Leading delivery of human resource management,Foreign and Commonwealth Office,Foreign and Commonwealth office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,0.0,1.0,85000,89999,0,,,1
105,14300,Iain Walker,SCS2,Director Finance,Leading delivery of financial management,Foreign and Commonwealth Office,Foreign and Commonwealth office,Finance Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,0.0,1.0,95000,99999,0,,,1
106,14400,David Cairns,SCS2,Director Estates and Security,Leading delivery of estates management and security,Foreign and Commonwealth Office,Foreign and Commonwealth office,Estates & Security Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,0.0,1.0,85000,89999,0,,,1
107,14500,Colin Martin-Reynolds,SCS2,Chief Information Officer,Leading delivery of information technology services,Foreign and Commonwealth Office,Foreign and Commonwealth office,Information & Technology Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,0.0,1.0,85000,89999,0,,,1
108,15000,Neil Morisetti,SCS3,Special Representative for Climate Change,Providing senior policy advice on climate change,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0.0,1.0,120000,124999,0,,,1
