,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
10,1047441,Eliminated,OF-6,Head of C4ISR,"Responsible for the delivery of Defence-wide capability solutions to the MCB related to the ability to command, inform and amange the battle and bsuiness space collaboratively from the strategic functions of the Department of State to individual military platforms over a defence-wide network.",Ministry of Defence,Ministry of Defence,Joint Forces Command,,CTLBSDM-groupmail@mod.uk,1565824,0,0.01,0,0,0,,,1
11,1732488,N/D,OF-6,Head of C4ISR Capability,"Responsible for the delivery of Defence-wide capability solutions to the ability to command, inform and manage the battle and bsuiness space collaboratively from the strategic functions of the Department of State to individual military platforms over a defence-wide network and for intelligence, surveillance and reconnaissance capabilities.",Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80062,JFC-CAP-DIR-COS@mod.uk,1719611,0,1.0,0,0,0,,,1
12,1058157,N/D,OF-7,Commander British Forces Cyprus,Commander British Forces Cyprus,Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058619,0,1.0,105000,109999,0,,,1
13,1058162,N/D,OF-6,Chief of Staff - British Forces Cyprus,Chief of Staff - British Forces Cyprus,Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058157,0,1.0,0,0,0,,,1
14,1058619,Lt Gen Capewell,OF-8,Chief of Joint Operations,Chief of Joint Operations,Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1671070,0,1.0,130000,134999,0,,,1
15,1058623,Eliminated,OF-7,Chief of Staff Operations,"Chief of Staff - (Operations) Deputy to Chief of Joint Operations - COS(Ops) is responsible for executing CJO’s primary role; the planning and execution of operations and, by dint of this, is the primus inter-pares of the HQ two-stars and has ultimate responsibility for the coordination, prioritisation and coherence of all staff effort within the HQ",Ministry of Defence,Ministry of Defence,Joint Forces Command,,PJHQ-J9-FOI@mod.uk,1058619,0,0.01,0,0,0,,,1
16,1708116,Maj Gen J Bashall,OF-7,Chief of Staff - (Operations),"Chief of Staff - (Operations) Deputy to Chief of Joint Operations - COS(Ops) is responsible for executing CJO’s primary role; the planning and execution of operations and, by dint of this, is the primus inter-pares of the HQ two-stars and has ultimate responsibility for the coordination, prioritisation and coherence of all staff effort within the HQ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058619,0,1.0,110000,114999,0,,,1
17,1058631,N/D,OF-6,Assistant Chief of Staff Intelligence (J2),"To provide authoritative, relevant, and timely, fused intelligence and security product that identifies campaign risks and opportunities to CJO and subordinate commanders IOT support, inform and influence operational decision-making.",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058619,0,1.0,0,0,0,,,1
18,1058635,N/D,OF-6,Assistant Chief of Staff Operations (J3),"The direction of all UK joint and combined operations.Theatre Operational Assessment, Force Protection, Operational Risk Analysis and Theatre Capability reviews",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058619,0,1.0,0,0,0,,,1
19,1058640,N/D,OF-6,Deputy Director Joint Warfare,"As the Joint User, defines, measures and validates the Joint Force capabilities and formations required to meet current, contingent and emerging threats; ensures coherence across Defence, through capability oversight, training, force development and the application of lessons.",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1592539,0,1.0,0,0,0,,,1
20,1058645,N/D,OF-6,Assistant Chief of Staff Policy & Plans (J5),Crisis and Contingency Planning.  PJHQ operational-level deliberate and contingency planning and campaign development. The provision of OA support to operations and planning. Developing the capability of the PJHQ as an EU OHQ.Managing J5 manpower and delegated budget efficiently within agreed limits.,Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058619,0,1.0,0,0,0,,,1
21,1058650,N/D,OF-6,Chief of Joint Force Operations,"High Readiness Deployable Commander. Preparing (including training and exploiting Lessons) and delivering JFHQ at very high readiness in order to support UK Defence’s response to crises worldwide. OPCON of JTFHQ Standing Elements (Communications, J2, Life Support). Commanding JFHQ manpower and delegated budget efficiently within agreed limits. Through COS(Ops) to CJO when on operations.",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1592539,0,1.0,0,0,0,,,1
22,1062997,R Adm James Morse,OF-7,DEFAC-JSCSC HQ COMDT,Head of the Joint Services Command and Staff College at the Defence Academy,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1063013,0,1.0,110000,114999,0,,,1
23,1063002,N/D,OF-6,DEFAC-JSCSC HQ ACOMDT AIR,Deputy Head of the Joint Services Command and Staff College and responsible for Air Force Training within the College.,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1062997,0,1.0,0,0,0,,,1
24,1063006,N/D,SCS1,DEFAC-RCDS-SDS 4,Royal College of Defence Studies - Senior Directing Staff,Ministry of Defence,Ministry of Defence,Joint Forces Command,01794 785426,DEFAC-HQCHFCLK@mod.uk,1063013,0,1.0,0,0,0,,,1
25,1063009,N/D,OF-6,DEFAC-CMT-CDLM HEAD,Head of the Leadership and Management Division within the College of Management and Technology,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,154906,0,1.0,0,0,0,,,1
26,1063013,Mr Peter Watkins,SCS3,DEFAC-HQ-DIRECTOR GENERAL,Head of the Defence Academy of the United Kingdom ,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1063013,0,1.0,110000,114999,0,,,1
27,1117089,N/D,OF-6,DEFAC-JSCSC HQ ACOMDT MAR,Responsible for Navy Training within the College & Advanced Command and Staff Course,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1062997,0,1.0,0,0,0,,,1
28,1119832,N/D,OF-6,Commander British Force Gibraltar,Commander British Forces Gibraltar,Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058619,0,1.0,0,0,0,,,1
29,1128035,GAPPED,OF-7,DEFAC-RCDS-SDS 3,Royal College of Defence Studies - Senior Directing Staff and Deputy Head of the College.,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1063013,0,1.0,110000,114999,0,,,1
30,1239190,N/D,SCS1,DEFAC-CMT-CDAT HEAD,Head of the Technology Division within the College of Management and Technology,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,154906,0,1.0,0,0,0,,,1
31,1239811,N/D,OF-6,DEFAC-JSCSC HQ ACOMDT LAND,Responsible for Army Training within the College.,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1062997,0,1.0,0,0,0,,,1
32,1240790,N/D,OF-6,DEFAC-JSCSC ARMY DIV DIR,Head of the Army training course within the Joint Services Command and Staff College,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1062997,0,1.0,0,0,0,,,1
33,1241543,Maj Gen N Caplin,OF-7,DEFAC-RCDS-SDS 2,Royal College of Defence Studies - Senior Directing Staff,Ministry of Defence,Ministry of Defence,Joint Forces Command,01793 785426,DEFAC-HQCHFCLK@mod.uk,1063013,0,1.0,120000,124999,0,,,1
34,1477107,N/D,OF-6,Commander Joint Air Land Organisation,Commander Joint Air Land Organisation,Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1592539,0,1.0,0,0,0,,,1
35,1565824,Eliminated,OF-7,Director Capability,"D Cap AJC&T is a member of the MCB leading on the coordination of Information Superiority and air environment issues, which provides strategic direction to the coherent delivery of a balanced and affordable Equipment and Support programme.  D AJC&T is the Senior Responsible Owner (SRO) for Defence Information Infrastructure, Operational Information Superiority and Combat Identification.  D AJC&T represents the Capability Sponsor on the Air Force Board.",Ministry of Defence,Ministry of Defence,Joint Forces Command,,CTLBSDM-groupmail@mod.uk,1565824,0,0.01,0,0,0,,,1
36,1719611,AVM P Osborn,OF-7,Director Capability Joint Forces Command,"D Cap is responsible for delivering a balanced, coherent, taut and realistic Joint Capability Strategy and with D Res and COS JFC, they deliver the balanced, coherent, taut and realistic Joint Capability Portfolio. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 958551,JFC-CAP-DIR-COS@mod.uk,1671070,0,1.0,110000,114999,0,,,1
37,1573670,N/D,OF-6,Head of Special Projects and Chemical Biological Radiological Nuclear Capability,"Responsible for the delivery of Defence-wide capability solutions to the MCB related to the ability to deliver; precise, agile and timely effects worldwide for Special Forces; specialist military capability to counter the threat from terrorist weapons and conduct explosive ordnance disposal; and to enhance survivability and reduce degredation of individuals and equipment from CBRN threats . ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 58824,JFC-CAP-DIR-COS@mod.uk,1719611,0,1.0,0,0,0,,,1
38,1592539,AVM B Judson,OF-7,Director Joint Warfare,"As the Joint User, defines, measures and validates the Joint Force capabilities and formations required to meet current, contingent and emerging threats; ensures coherence across Defence, through capability oversight, training, force development and the application of lessons.",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1671070,0,1.0,110000,114999,0,,,1
39,1617367,N/D,OF-6,Assistant Chief of Staff Personnel/Admin & Logistics (J1/J4),"Personnel/Logistics/Medical/Infrastructure. All logistic aspects of the planning, deployment, sustainment and recovery of UK-led joint, potentially joint, combined and multinational operations. J1/J4 support to PJOBs. Managing J1/J4 manpower and delegated budget efficiently within agreed limits. Issues of logistics propriety",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1058619,0,1.0,0,0,0,,,1
40,1642713,N/D,OF-6,Head of Medical Strategy and Policy,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1721072,0,1.0,0,0,0,,,1
41,1643415,N/D,OF-6,Defence Postgraduate Medical Dean ,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1661163,0,1.0,0,0,0,,,1
42,1659775,AM Evans,OF-8,Surgeon General,This post is HQ Surgeon General and his role is the Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ,Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1671070,0,1.0,150000,154999,0,,,1
43,1659801,Eliminated,OF-7,SG - Assistant Chief of the Defence Staff (Health),"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,,SGSecFin-SecGpMailbox@mod.uk,1659775,0,0.01,0,0,0,,,1
44,1721072,N/D,OF-7,SG - Assistant Chief of the Defence Staff (Health),"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1659775,0,1.0,145000,149999,0,,,1
45,1659805,N/D,OF-6,Commandant - Defence Medical Group,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1661163,0,1.0,0,0,0,,,1
46,1659820,N/D,OF-6,Medical Director,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1661163,0,1.0,0,0,0,,,1
47,1661003,N/D,OF-6,Commandant - Defence Dental Services,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1661163,0,1.0,0,0,0,,,1
48,1661163,Surg RAdm McArthur,OF-7,Commander - Joint Medical Command,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1659775,0,1.0,145000,149999,0,,,1
49,1670600,N/D,OF-6,Head of C4ISR Joint User,Head of C4ISR Jt User is responsible for the Capability Integration and Delivery of the Joint equipment programme and leading the development and delivery of policy and ensures the coherence of non-equipment Defence Lines of Development.,Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,1717924,0,1.0,0,0,0,,,1
50,1671070,Gen R Barrons,OF-9,Commander Joint Forces Command,"To bring coherence to the delivery of joint effect by managing, delivering and championing joint capabilities to support success of military operations today, tomorrow and in the future.",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,XX,524946975.833,1.0,165000,169999,0,,,1
51,1675461,Eliminated,OF-7,Chief of Staff Joint Forces Command,"Coordinates the outputs of the new organisation. Acts as TLB focus for Permanent Joint Operating Bases, is the Chief Information Officer for JFC, the Senior Security Risk manager and the JFC member of the Defence Environment and Safety Board.",Ministry of Defence,Ministry of Defence,Joint Forces Command,,PJHQ-J9-FOI@mod.uk,1671070,0,0.01,0,0,0,,,1
52,1744561,RAdm P Bennett,OF-7,Joint Forces Command Chief of Staff,"Coordinates the outputs of the new organisation. Acts as TLB focus for Permanent Joint Operating Bases, is the Chief Information Officer for JFC, the Senior Security Risk manager and the JFC member of the Defence Environment and Safety Board.",Ministry of Defence,Ministry of Defence,Joint Forces Command,01923 955 925,PJHQ-J9-FOI@mod.uk,1671070,0,1.0,105000,109999,0,,,1
53,1681240,Eliminated,OF-7,Commander - Defence Primary Healthcare,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,,SGSecFin-SecGpMailbox@mod.uk,1659775,0,0.01,0,0,0,,,1
54,1737741,AVM Mozumder,OF-7,Commander - Defence Primary Healthcare,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1659775,0,1.0,145000,149999,0,,,1
55,1710207,N/D,OF-6,Head of Delivery - Defence Primary Healthcare,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1737741,0,1.0,0,0,0,,,1
56,1724387,Eliminated,OF-6,Head of Strategy and Integration - Defence Primary Healthcare,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,,SGSecFin-SecGpMailbox@mod.uk,1681240,0,0.01,0,0,0,,,1
57,1747570,N/D,OF-6,Head of Strategy and Integration - Defence Primary Healthcare,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01545 434654,SGSecFin-SecGpMailbox@mod.uk,1737741,0,1.0,0,0,0,,,1
58,105515,Mr N Gurr,SCS2,Deputy Chief of Defence Intelligence,"DCDI leads the Defence Intelligence and Assessments Staff (DIAS) and directs the defence intelligence analytical teams that produce all-source defence intelligence assessments for Ministers, the Chiefs of Staff and senior officials.",Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,1058711,0,1.0,85000,89999,0,,,1
59,105516,N/D,SCS1,Head of Defence Intelligence Strategic Assessments,"Head of Defence Intelligence Strategic Assessments is responsible for the provision of intelligence assessments on military and political issues, strategic warning and other developments in regions of interest world-wide and is Head of the Analytical profession within Defence. In addition, DI SA is the Operational Role Owner for civilian intelligence analysts deployed on operations. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,105515,0,1.0,0,0,0,,,1
60,105517,N/D,SCS1,Head of Defence Intelligence Capability Assessments,"DI Capability Assessments (DI CA) has a diverse team of civilian and military analysts who are qualified engineers, scientists, operators and intelligence analysts with experience in research, development and military matters. The division is structured into six branches that deliver Capability Assessments as follows: 4 environmental (Maritime/Land/Air & Space and Cyber); one thematic (Missiles, Science & Technology), and one functional branch to deliver Special Projects.",Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,105515,0,1.0,0,0,0,,,1
61,149898,N/D,SCS1,Head of Secretariat,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1659775,0,1.0,0,0,0,,,1
62,183178,N/D,SCS1,Head of Defence Intelligence Counter Proliferation,"The Defence Intelligence Counter-Proliferation (DI CP) team is a national centre of excellence that provides advice on technology, programmes, and enforcement.  DI CP is the UK’s all-source analytical capability for global WMD developments including associated technologies, financing, and means of delivery; and associated regional proliferation hubs and networks.  DI CP supports national Export Control mechanisms; and provides insights into activity aimed at the circumvention of national CP policy, arms control treaties, and international Export Control regimes.",Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,105515,0,1.0,0,0,0,,,1
63,184002,N/D,SCS1,Head of Transformation,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1659775,0,1.0,0,0,0,,,1
64,193948,N/D,SCS1,Head of Cyber Policy and Space,Head of Cyber Policy and Plans is responsible for Cyber Security Policy and Space Policy in MoD. The role also leads the Defence Cyber Security Programme on behalf of the programme SRO,Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,1717924,0,1.0,0,0,0,,,1
65,1058158,Eliminated,OF-6,Commander Joint Forces Intelligence Group,"Commander Joint Forces Intelligence Group (JFIG) delivers global intelligence, information, services and force elements to Defence, including deployed forces and to OGD and international partners, underpinning strategic to tactical level decision-making and action in order to support the achievements of Defence objectives. This is delivered through its constituent Units (JAGO, JARIC, DGC, JSSO and DHO).",Ministry of Defence,Ministry of Defence,Joint Forces Command,,DIDS-Sec3@mod.uk,1058719,0,1.0,0,0,0,,,1
66,1729971,N/D,OF-6,Commander Joint Forces Intelligence Group,"Commander Joint Forces Intelligence Group (JFIG) delivers global intelligence, information, services and force elements to Defence, including deployed forces and to OGD and international partners, underpinning strategic to tactical level decision-making and action in order to support the achievements of Defence objectives. This is delivered through its constituent Units (JAGO, DGIFC, DGC, JSSO and DHO).",Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,1717924,0,1.0,0,0,0,,,1
67,1058711,VAdm A Richards,OF-8,Chief of Defence Intelligence,MOD principal adviser on Defence Intelligence issues. Process owner for Defence Intelligence and Senior Responsible Owner for the Defence Intelligence Modernisation Programme. ,Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,1671070,0,1.0,0,0,0,,,1
68,1058715,Eliminated,OF-6,Head of Defence Intelligence Fusion Centre (Afghanistan),"The Head of the Defence Intelligence Fusion Centre (Afghanistan) is responsible for the coordination of intelligence support to MOD decision-making for current and planned operations, and is DI's primary link to MOD, OGDs and PJHQ for operational issues.",Ministry of Defence,Ministry of Defence,Joint Forces Command,,DIDS-Sec3@mod.uk,105515,0,1.0,0,0,0,,,1
69,1641376,N/D,OF-6,Head of Defence Intelligence Fusion Centre (Afghanistan),"The Head of the Defence Intelligence Fusion Centre (Afghanistan) is responsible for the coordination of intelligence support to MOD decision-making for current and planned operations, and is DI's primary link to MOD, OGDs and PJHQ for operational issues.",Ministry of Defence,Ministry of Defence,Joint Forces Command,020 721 80593,DIDS-Sec3@mod.uk,105515,0,1.0,0,0,0,,,1
70,1143483,Eliminated,OF-6,Commandant of the Defence Intelligence and Security Centre ,"Commandant DISC is dual-hatted as Director of the Intelligence Corps.  As Comdt, he is responsible for delivering training to tri-Service personnel and Civil Servants through the Defence Schools of Intelligence (Chicksands) and Photography (Cosford) as well as the Royal School of Military Survey (Hermitage).  As Director he is responsible to CGS for setting and monitoring the standards of the Army’s Intelligence Corps and for the provision of intelligence and security advice to the General Staff.",Ministry of Defence,Ministry of Defence,Joint Forces Command,,DIDS-Sec3@mod.uk,1058719,0,0.01,0,0,0,,,1
71,1664232,N/D,OF-6,Inspector General,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01543 434654,SGSecFin-SecGpMailbox@mod.uk,1659775,0,1.0,0,0,0,,,1
72,1706206,Eliminated,OF-6,Head of Medical Operations and Plans,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,,SGSecFin-SecGpMailbox@mod.uk,1659801,0,1.0,0,0,0,,,1
73,1721043,N/D,OF-6,Head of Medical Operations and Plans,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability. ",Ministry of Defence,Ministry of Defence,Joint Forces Command,01544 434654,SGSecFin-SecGpMailbox@mod.uk,1721072,0,1.0,0,0,0,,,1
