,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
37,3,Eliminated,SCS2,"Director of Offender Management, South West",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM South West,,,1,0.0,1.0,0,0,0,,,1
38,4,Eliminated,SCS2,"Director of Offender Management, West Midlands",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM West Midlands,,,1,0.0,1.0,0,0,0,,,1
39,5,Eliminated,SCS2,"Director of Offender Management, North West",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM North West,,,1,0.0,1.0,0,0,0,,,1
40,6,Eliminated,SCS2,"Director of Offender Management, North East",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM North East,,,1,0.0,1.0,0,0,0,,,1
41,7,Eliminated,SCS2,"Operations Director & Director of Offender Management, Wales",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),Operations Director & DOM Wales,,,1,0.0,1.0,0,0,0,,,1
42,8,Eliminated,SCS2,"Operations Director & Director of Offender Management, East of England",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),Operations Director & DOM East of England,,,1,0.0,1.0,0,0,0,,,1
43,9,Eliminated,SCS2,"Director of Offender Management, Yorkshire & Humberside",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM Yorkshire & Humberside,,,1,0.0,1.0,0,0,0,,,1
44,10,Eliminated,SCS2,"Director of Offender Management, London",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM London,,,1,0.0,1.0,0,0,0,,,1
45,11,Eliminated,SCS2,"Director of Offender Management, East Midlands",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM East Midlands,,,1,0.0,1.0,0,0,0,,,1
46,12,Eliminated,SCS2,"Director of Offender Management, South East",Commissioning and management of custodial and community services for offenders,Ministry of Justice,National Offender Management Service (NOMS),DOM South East,,,1,0.0,1.0,0,0,0,,,1
47,17,Eliminated,SCS2,Director of High Security,Management of High Security Prison Estate,Ministry of Justice,National Offender Management Service (NOMS),Directorate of High Security,,,1,0.0,1.0,0,0,0,Operational Delivery,,1
48,22,Eliminated,SCS1,Community Manager,Commissioning of adult offender management services from community service providers,Ministry of Justice,National Offender Management Service (NOMS),DOM North East,,,6,0.0,1.0,0,0,0,,,1
49,29,Eliminated,SCS1,Community Manager,Commissioning of adult offender management services from community service providers,Ministry of Justice,National Offender Management Service (NOMS),DOM South East,,,12,0.0,1.0,0,0,0,,,1
50,31,Eliminated,SCS1,Deputy Director,Head of Account Management function across NOMS ICT,Ministry of Justice,National Offender Management Service (NOMS),ICT Account Management,,,13,0.0,1.0,0,0,0,,,1
51,32,Eliminated,SCS1,Deputy Director,Commissioning of adult offender management services from all custodial and community service providers,Ministry of Justice,National Offender Management Service (NOMS),ICT Business Support Unit,,,13,0.0,1.0,0,0,0,,,1
52,33,Eliminated,SCS1,Deputy Director,Commissioning of adult offender management services from all custodial and community service providers,Ministry of Justice,National Offender Management Service (NOMS),ICT Finance Team,,,13,0.0,1.0,0,0,0,,,1
53,34,Eliminated,SCS1,Head of Pay & Reward,Pay & Reward for NOMS staff,Ministry of Justice,National Offender Management Service (NOMS),HR Policy Group,,,14,0.0,1.0,0,0,0,,,1
54,35,Eliminated,SCS1,Deputy Director of Corporate Learning,Provision of learning & development services for NOMS staff,Ministry of Justice,National Offender Management Service (NOMS),Learning and Development Group,,,14,0.0,1.0,0,0,0,Human Resources,,1
55,37,Eliminated,SCS1,Head of Public Sector Bids Unit,Head of internal bids team,Ministry of Justice,National Offender Management Service (NOMS),Public Sector Bids Unit,,,14,0.0,1.0,0,0,0,,,1
56,39,Eliminated,SCS1,Head of National Operations,National Operations,Ministry of Justice,National Offender Management Service (NOMS),National Operations Group,,,107,0.0,1.0,0,0,0,,,1
57,41,Eliminated,SCS1,Deputy Director,Public protection and reducing re-offending,Ministry of Justice,National Offender Management Service (NOMS),Rehabilitation Group,,,15,0.0,1.0,0,0,0,,,1
58,42,Eliminated,SCS1,Deputy Director,Provision of Chaplaincy services across the custodial estate,Ministry of Justice,National Offender Management Service (NOMS),Chaplaincy,,,15,0.0,1.0,0,0,0,,,1
59,43,Eliminated,SCS1,Head of Offender Employment Skills & Services,Offender Employment Skills & Services,Ministry of Justice,National Offender Management Service (NOMS),Offender Employment Skills & Services Group,,,15,0.0,1.0,0,0,0,,,1
60,48,Eliminated,SCS1,Head of Business and Strategic Planning Group,Business and stategic planning across NOMS,Ministry of Justice,National Offender Management Service (NOMS),Finance,,,16,0.0,1.0,0,0,0,,,1
61,50,Eliminated,SCS1,"Deputy Director, Communities",Contract management of Probation Trusts,Ministry of Justice,National Offender Management Service (NOMS),Communities,,,106,0.0,1.0,0,0,0,,,1
62,51,Eliminated,SCS1,Head of Public Protection and Mental Health Group,Public Protection & Mental Health,Ministry of Justice,National Offender Management Service (NOMS),Public Protection and Mental Health Group,,,107,0.0,1.0,0,0,0,,,1
63,52,Eliminated,SCS1,Head of Business & Service Development Group,Business and Service Development,Ministry of Justice,National Offender Management Service (NOMS),Business and Service Development Group,,,15,0.0,1.0,0,0,0,,,1
64,53,Eliminated,SCS1,Deputy Director,"Specification, benchmarking & costing programme",Ministry of Justice,National Offender Management Service (NOMS),Business & Service Development,,,15,0.0,1.0,0,0,0,,,1
65,54,Eliminated,SCS1,Head of Probation Trust Unit,Head of Probation Trust Programme Team,Ministry of Justice,National Offender Management Service (NOMS),Operations Director,,,7,0.0,1.0,0,0,0,,,1
66,55,Eliminated,SCS1,Governor,Delivery of offender management,Ministry of Justice,National Offender Management Service (NOMS),High Down,,,26,0.0,1.0,0,0,0,Operational Delivery,,1
67,56,Eliminated,SCS1,Deputy Director Contracted Custodial Services,Sheppey cluster,Ministry of Justice,National Offender Management Service (NOMS),Sheppey cluster,,,30,0.0,1.0,0,0,0,,,1
68,57,Eliminated,SCS1,Deputy Director,National operations group,Ministry of Justice,National Offender Management Service (NOMS),Operations Director & DOM East of England,,,8,0.0,1.0,0,0,0,,,1
69,58,Eliminated,SCS2,Director,Director of Estate Capacity,Ministry of Justice,National Offender Management Service (NOMS),Estate Capacity,,,1,0.0,1.0,0,0,0,,,1
70,59,Eliminated,SCS1,Deputy Director,Strategy & programme development,Ministry of Justice,National Offender Management Service (NOMS),Estate strategy,,,1,0.0,1.0,0,0,0,,,1
71,60,Eliminated,SCS1,Deputy Director,Programme management,Ministry of Justice,National Offender Management Service (NOMS),Estate programme management,,,58,0.0,1.0,0,0,0,,,1
72,61,Eliminated,SCS1,Deputy Director,Project delivery,Ministry of Justice,National Offender Management Service (NOMS),Estate projects,,,58,0.0,1.0,0,0,0,,,1
73,62,Eliminated,SCS1,Deputy Director,Finance & Governance,Ministry of Justice,National Offender Management Service (NOMS),Estate finance & governance,,,58,0.0,1.0,0,0,0,,,1
74,63,Eliminated,SCS1,Deputy Director,Estate procurement,Ministry of Justice,National Offender Management Service (NOMS),Estate procurement,,,58,0.0,1.0,0,0,0,,,1
75,64,Eliminated,SCS1,Deputy Director,Asset management,Ministry of Justice,National Offender Management Service (NOMS),Estate asset management,,,58,0.0,1.0,0,0,0,,,1
76,100,Eliminated,SCS1,"Deputy Director, NOMS Organisational Restructure",NOMS Organisational Structure,Ministry of Justice,National Offender Management Service (NOMS),Chief Operating Officers Office,,,1,0.0,1.0,0,0,0,Programme and Project Management (PPM),,1
77,101,Eliminated,SCS2,"Deputy Director, ICT",Director of Information and Communications technology,Ministry of Justice,National Offender Management Service (NOMS),ICT,,,13,0.0,1.0,0,0,0,,,1
78,104,Eliminated,SCS1,Deputy Director of Contracted Prisons,Management of Contracted Prison Estate,Ministry of Justice,National Offender Management Service (NOMS),Deputy Directorate of Contracted Prisons Office,,,106,0.0,1.0,0,0,0,,,1
79,105,Eliminated,SCS2,"Director, Payment by Results",Payment By Results,Ministry of Justice,National Offender Management Service (NOMS),Chief Operating Officers Office,,,1,0.0,1.0,0,0,0,,,1
80,108,Eliminated,SCS1,Head of Offender Services and Co-Commissioning,Commissioning Offender Services,Ministry of Justice,National Offender Management Service (NOMS),Offender Services Co Commissioning Group,,,15,0.0,1.0,0,0,0,Operational Delivery,,1
81,112,Eliminated,SCS1,Head of Custodial Services Commissioning,Custodial Services Commissioning,Ministry of Justice,National Offender Management Service (NOMS),Custodial Services Commissioning Group,,,15,0.0,1.0,0,0,0,Operational Research,,1
82,65,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Avon & Somerset Probation Trust,0300 049 2210,"enquiries@avon-somerset.probation.gsi.gov.uk

",44,12419064.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
83,66,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Bedfordshire Probation Trust,01234 213 541,vacancies@bedfordshire.probation.gsi.gov.uk,44,4889828.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
84,67,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Cambridgeshire & Peterborough Probation Trust,03000 477 000,contactus@cppt.probation.gsi.gov.uk,44,5322348.61,0.5,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
85,68,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Cheshire Probation Trust,01244 394 500,finance.orders@cheshire.probation.gsi.gov.uk,44,7853022.71,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
86,69,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Cumbria Probation Trust,0300 047 3750,hq@cumbria.probation.gsi.gov.uk,44,4232257.03,0.4,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
87,70,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Derbyshire Probation Trust,01629 554 22,dbscontactinfo@derbyshire.probation.gsi.gov.uk,44,8196888.21,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
88,71,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Devon & Cornwall Probation Trust,01392 474 100,corporateservicessupport@devon-cornwall.probation.gsi.gov.uk,44,10378530.81,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
89,72,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Dorset Probation Trust,01202 307 200,finance@dorset.probation.gsi.gov.uk,44,4863717.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
90,73,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Durham Tees Valley Probation Trust,01642 230 533,barbara.holdhusen@dtv.probation.gsi.gov.uk,44,12248888.45,0.6,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
91,74,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Essex Probation Trust,01376 501 626,Esxcullenmill@essex.probation.gsi.gov.uk,44,11370385.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
92,75,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Gloucestershire Probation Trust,01452 389 200,vicki.hall@gloucestershire.probation.gsi.gov.uk,44,4021635.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
93,76,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Greater Manchester Probation Trust,01618 724 802,gmpt.contact@manchester.probation.gsi.gov.uk,44,26084894.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
94,77,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Hampshire Probation Trust,03000 472 000,enquiries@hampshire.probation.gsi.gov.uk,44,13787621.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
95,78,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Hertfordshire Probation Trust,01438 747 074,louise.russ@hertfordshire.probation.gsi.gov.uk,44,6036931.8,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
96,79,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Humberside Probation Trust,01482 480 000,nps.humberside.finance@humberside.probation.gsi.gov.uk,44,8954882.35,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
97,80,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Kent Probation Trust,03000 473 040 ,hq@kent.probation.gsi.gov.uk,44,10455301.24,0.86,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
98,118,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Kent Probation Trust,03000 473 040 ,hq@kent.probation.gsi.gov.uk,44,10455301.24,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
99,81,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Lancashire Probation Trust,01772 201 209,communications@lancashire.probation.gsi.gov.uk,44,13498142.84,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
100,82,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Leicestershire & Rutland Probation Trust,01162 516 008,lrptfinance@leicestershire.probation.gsi.gov.uk,44,9257153.83,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
101,83,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Lincolnshire Probation Trust,01522 510 011,pete.rushby@lincolnshire.probation.gsi.gov.uk,44,5331026.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
102,84,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),London Probation Trust,03000 480 000,lpt@london.probation.gsi.gov.uk,44,70137129.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service. It should be noted that 225 fte staff transferred out of London Probation Trust in October 2012 due to the Community Payback Competition. ,1
103,85,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Merseyside Probation Trust,01519 209 201,kathy.felton-aksoy@merseyside.probation.gsi.gov.uk,44,15825615.47,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
104,86,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Norfolk & Suffolk Probation Trust,01603 724 000,information@nsprobation.org.uk,44,10461061.0,1.0,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
105,87,N/D,SCS1,Chief Executive,Delivery of probation services under contract to the Director of Probation & Contracted Services,Ministry of Justice,National Offender Management Service (NOMS),Northamptonshire Probation Trust,01604 658 000,general.enquiries@northamptonshire.probation.gsi.gov.uk,44,4789398.19,0.5,0,0,0,Operational Delivery,Probation Chief Executives have their own pay scale which is similar to - but not directly translatable to the Senior Civil Service.,1
